Source,Target,Weight,TipoRelacion
344,CESPEDES INGENIERIA & CONSTRUCCIONES S.A.C.,15840.0,Depto+Modalidad
344,MIORU IMPORT  TRADES E.I.R.L.,16560.0,Depto+Modalidad
345,CESPEDES INGENIERIA & CONSTRUCCIONES S.A.C.,15840.0,Depto+Modalidad
345,AVA INCREMENTA SRL,16560.0,Depto+Modalidad
346,CONSTRUCTORA TORRES ASOCIADOS S.A.C.,17820.0,Depto+Modalidad
347,O & M & B CONSTRUCTORA  E INMOBILIARIA E.I.R.L.,15840.0,Depto+Modalidad
347,CORPORACION FEBI SOCIEDAD ANONIMA CERRADA,16560.0,Depto+Modalidad
347,GUZMAN MOYA JAIME ALFONSO,25005.6,Depto+Modalidad
349,INNOVA SERVIS GS S.A.C.,17820.0,Depto+Modalidad
349,CONSTRUCTORA LC Y BC E.I.R.L.,17820.0,Depto+Modalidad
350,CONSTRUCTORA TORRES ASOCIADOS S.A.C.,17820.0,Depto+Modalidad
351,CESPEDES INGENIERIA & CONSTRUCCIONES S.A.C.,15840.0,Depto+Modalidad
351,AVA INCREMENTA SRL,16560.0,Depto+Modalidad
353,O & M & B CONSTRUCTORA  E INMOBILIARIA E.I.R.L.,15840.0,Depto+Modalidad
353,CORPORACION FEBI SOCIEDAD ANONIMA CERRADA,16560.0,Depto+Modalidad
353,PBL CONTRATISTAS S.A.C.,16560.0,Depto+Modalidad
354,DMRF INVERSIONES Y CONTRATISTAS SAC,16560.0,Depto+Modalidad
354,CORPORACION FEBI SOCIEDAD ANONIMA CERRADA,16560.0,Depto+Modalidad
355,DMRF INVERSIONES Y CONTRATISTAS SAC,16560.0,Depto+Modalidad
355,CORPORACION FEBI SOCIEDAD ANONIMA CERRADA,16560.0,Depto+Modalidad
356,DMRF INVERSIONES Y CONTRATISTAS SAC,16560.0,Depto+Modalidad
356,CORPORACION FEBI SOCIEDAD ANONIMA CERRADA,16560.0,Depto+Modalidad
358,CONSTRUCTORA TORRES ASOCIADOS S.A.C.,17820.0,Depto+Modalidad
359,E.D. & V.M. CONTRATISTAS GENERALES S.A.C.,16085.245,Depto+Modalidad
359,CONSTRUCCIONES Y SERVICIOS INTI RIO E.I.R.L. - CONSTR RIO E.I.R.L.,15840.0,Depto+Modalidad
359,AVA INCREMENTA SRL,16560.0,Depto+Modalidad
362,CONSTRUCTORA TORRES ASOCIADOS S.A.C.,17820.0,Depto+Modalidad
364,E.D. & V.M. CONTRATISTAS GENERALES S.A.C.,16085.245,Depto+Modalidad
364,CONSTRUCCIONES Y SERVICIOS INTI RIO E.I.R.L. - CONSTR RIO E.I.R.L.,15840.0,Depto+Modalidad
364,AVA INCREMENTA SRL,16560.0,Depto+Modalidad
365,CONSTRUCTORA TORRES ASOCIADOS S.A.C.,17820.0,Depto+Modalidad
366,CONSTRUCTORA TORRES ASOCIADOS S.A.C.,17820.0,Depto+Modalidad
367,E.D. & V.M. CONTRATISTAS GENERALES S.A.C.,16085.245,Depto+Modalidad
367,CONSTRUCCIONES Y SERVICIOS INTI RIO E.I.R.L. - CONSTR RIO E.I.R.L.,15840.0,Depto+Modalidad
367,AVA INCREMENTA SRL,16560.0,Depto+Modalidad
368,CIA CONSTRUCTORA Y SERVICIOS GENERALES MADACAZA S.A.C.,16560.0,Depto+Modalidad
369,CESPEDES INGENIERIA & CONSTRUCCIONES S.A.C.,15840.0,Depto+Modalidad
369,AVA INCREMENTA SRL,16560.0,Depto+Modalidad
370,CONSTRUCTORA TORRES ASOCIADOS S.A.C.,17820.0,Depto+Modalidad
371,O & M & B CONSTRUCTORA  E INMOBILIARIA E.I.R.L.,15840.0,Depto+Modalidad
371,PBL CONTRATISTAS S.A.C.,16560.0,Depto+Modalidad
371,GUZMAN MOYA JAIME ALFONSO,25005.6,Depto+Modalidad
372,DMRF INVERSIONES Y CONTRATISTAS SAC,16560.0,Depto+Modalidad
372,CORPORACION FEBI SOCIEDAD ANONIMA CERRADA,16560.0,Depto+Modalidad
374,DMRF INVERSIONES Y CONTRATISTAS SAC,16560.0,Depto+Modalidad
374,CORPORACION FEBI SOCIEDAD ANONIMA CERRADA,16560.0,Depto+Modalidad
375,O & M & B CONSTRUCTORA  E INMOBILIARIA E.I.R.L.,15840.0,Depto+Modalidad
375,CORPORACION FEBI SOCIEDAD ANONIMA CERRADA,16560.0,Depto+Modalidad
375,PBL CONTRATISTAS S.A.C.,16560.0,Depto+Modalidad
376,CIA CONSTRUCTORA Y SERVICIOS GENERALES MADACAZA S.A.C.,16560.0,Depto+Modalidad
377,DMRF INVERSIONES Y CONTRATISTAS SAC,16560.0,Depto+Modalidad
377,CORPORACION FEBI SOCIEDAD ANONIMA CERRADA,16560.0,Depto+Modalidad
379,CIA CONSTRUCTORA Y SERVICIOS GENERALES MADACAZA S.A.C.,16560.0,Depto+Modalidad
380,CAMORA CONTRATISTAS EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,16560.0,Depto+Modalidad
381,CONSTRUCTORA TORRES ASOCIADOS S.A.C.,17820.0,Depto+Modalidad
382,O & M & B CONSTRUCTORA  E INMOBILIARIA E.I.R.L.,15840.0,Depto+Modalidad
382,CORPORACION FEBI SOCIEDAD ANONIMA CERRADA,16560.0,Depto+Modalidad
382,GUZMAN MOYA JAIME ALFONSO,25005.6,Depto+Modalidad
384,CESPEDES INGENIERIA & CONSTRUCCIONES S.A.C.,15840.0,Depto+Modalidad
384,MIORU IMPORT  TRADES E.I.R.L.,16560.0,Depto+Modalidad
386,CONSTRUCTORA TORRES ASOCIADOS S.A.C.,17820.0,Depto+Modalidad
388,INNOVA SERVIS GS S.A.C.,17820.0,Depto+Modalidad
388,CONSTRUCTORA LC Y BC E.I.R.L.,17820.0,Depto+Modalidad
389,DMRF INVERSIONES Y CONTRATISTAS SAC,16560.0,Depto+Modalidad
389,CORPORACION FEBI SOCIEDAD ANONIMA CERRADA,16560.0,Depto+Modalidad
390,O & M & B CONSTRUCTORA  E INMOBILIARIA E.I.R.L.,15840.0,Depto+Modalidad
390,CORPORACION FEBI SOCIEDAD ANONIMA CERRADA,16560.0,Depto+Modalidad
390,GUZMAN MOYA JAIME ALFONSO,25005.6,Depto+Modalidad
392,N & F CONSTRUCTORA ELOHIM S.A.C.,16560.0,Depto+Modalidad
392,CORPORACION FEBI SOCIEDAD ANONIMA CERRADA,16560.0,Depto+Modalidad
393,DMRF INVERSIONES Y CONTRATISTAS SAC,16560.0,Depto+Modalidad
393,CORPORACION FEBI SOCIEDAD ANONIMA CERRADA,16560.0,Depto+Modalidad
397,O & M & B CONSTRUCTORA  E INMOBILIARIA E.I.R.L.,15840.0,Depto+Modalidad
397,CORPORACION FEBI SOCIEDAD ANONIMA CERRADA,16560.0,Depto+Modalidad
397,GUZMAN MOYA JAIME ALFONSO,25005.6,Depto+Modalidad
398,CONSTRUCTORA TORRES ASOCIADOS S.A.C.,17820.0,Depto+Modalidad
399,CAMORA CONTRATISTAS EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,16560.0,Depto+Modalidad
401,CONSTRUCTORA TORRES ASOCIADOS S.A.C.,17820.0,Depto+Modalidad
402,O & M & B CONSTRUCTORA  E INMOBILIARIA E.I.R.L.,15840.0,Depto+Modalidad
402,CORPORACION FEBI SOCIEDAD ANONIMA CERRADA,16560.0,Depto+Modalidad
402,GUZMAN MOYA JAIME ALFONSO,25005.6,Depto+Modalidad
404,O & M & B CONSTRUCTORA  E INMOBILIARIA E.I.R.L.,15840.0,Depto+Modalidad
404,CORPORACION FEBI SOCIEDAD ANONIMA CERRADA,16560.0,Depto+Modalidad
404,GUZMAN MOYA JAIME ALFONSO,25005.6,Depto+Modalidad
405,CAMORA CONTRATISTAS EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,16560.0,Depto+Modalidad
406,CONSTRUCTORA TORRES ASOCIADOS S.A.C.,17820.0,Depto+Modalidad
407,INNOVA SERVIS GS S.A.C.,17820.0,Depto+Modalidad
407,CONSTRUCTORA LC Y BC E.I.R.L.,17820.0,Depto+Modalidad
408,E.D. & V.M. CONTRATISTAS GENERALES S.A.C.,16085.245,Depto+Modalidad
408,CONSTRUCCIONES Y SERVICIOS INTI RIO E.I.R.L. - CONSTR RIO E.I.R.L.,15840.0,Depto+Modalidad
408,AURELIOS CONSTRUCTORES DEL NORTE E.I.R.L.,16560.0,Depto+Modalidad
410,INNOVA SERVIS GS S.A.C.,17820.0,Depto+Modalidad
410,CONSTRUCTORA LC Y BC E.I.R.L.,17820.0,Depto+Modalidad
411,DMRF INVERSIONES Y CONTRATISTAS SAC,16560.0,Depto+Modalidad
411,CORPORACION FEBI SOCIEDAD ANONIMA CERRADA,16560.0,Depto+Modalidad
412,CESPEDES INGENIERIA & CONSTRUCCIONES S.A.C.,15840.0,Depto+Modalidad
412,MIORU IMPORT  TRADES E.I.R.L.,16560.0,Depto+Modalidad
413,N & F CONSTRUCTORA ELOHIM S.A.C.,16560.0,Depto+Modalidad
413,DMRF INVERSIONES Y CONTRATISTAS SAC,16560.0,Depto+Modalidad
414,CONSTRUCTORA TORRES ASOCIADOS S.A.C.,17820.0,Depto+Modalidad
415,O & M & B CONSTRUCTORA  E INMOBILIARIA E.I.R.L.,15840.0,Depto+Modalidad
415,CORPORACION FEBI SOCIEDAD ANONIMA CERRADA,16560.0,Depto+Modalidad
415,PBL CONTRATISTAS S.A.C.,16560.0,Depto+Modalidad
416,CESPEDES INGENIERIA & CONSTRUCCIONES S.A.C.,15840.0,Depto+Modalidad
416,AVA INCREMENTA SRL,16560.0,Depto+Modalidad
417,CESPEDES INGENIERIA & CONSTRUCCIONES S.A.C.,15840.0,Depto+Modalidad
417,MIORU IMPORT  TRADES E.I.R.L.,16560.0,Depto+Modalidad
418,CESPEDES INGENIERIA & CONSTRUCCIONES S.A.C.,15840.0,Depto+Modalidad
418,AVA INCREMENTA SRL,16560.0,Depto+Modalidad
419,CONSTRUCTORA TORRES ASOCIADOS S.A.C.,17820.0,Depto+Modalidad
420,CONSTRUCTORA TORRES ASOCIADOS S.A.C.,17820.0,Depto+Modalidad
421,CONSTRUCTORA TORRES ASOCIADOS S.A.C.,17820.0,Depto+Modalidad
422,CONSTRUCTORA TORRES ASOCIADOS S.A.C.,17820.0,Depto+Modalidad
424,O & M & B CONSTRUCTORA  E INMOBILIARIA E.I.R.L.,15840.0,Depto+Modalidad
424,PBL CONTRATISTAS S.A.C.,16560.0,Depto+Modalidad
424,GUZMAN MOYA JAIME ALFONSO,25005.6,Depto+Modalidad
426,CONSTRUCTORA TORRES ASOCIADOS S.A.C.,17820.0,Depto+Modalidad
427,CONSTRUCTORA TORRES ASOCIADOS S.A.C.,17820.0,Depto+Modalidad
428,CIA CONSTRUCTORA Y SERVICIOS GENERALES MADACAZA S.A.C.,16560.0,Depto+Modalidad
429,E.D. & V.M. CONTRATISTAS GENERALES S.A.C.,16085.245,Depto+Modalidad
429,CONSTRUCCIONES Y SERVICIOS INTI RIO E.I.R.L. - CONSTR RIO E.I.R.L.,15840.0,Depto+Modalidad
429,AURELIOS CONSTRUCTORES DEL NORTE E.I.R.L.,16560.0,Depto+Modalidad
430,DMRF INVERSIONES Y CONTRATISTAS SAC,16560.0,Depto+Modalidad
430,CORPORACION FEBI SOCIEDAD ANONIMA CERRADA,16560.0,Depto+Modalidad
431,CESPEDES INGENIERIA & CONSTRUCCIONES S.A.C.,15840.0,Depto+Modalidad
431,AVA INCREMENTA SRL,16560.0,Depto+Modalidad
432,CAMORA CONTRATISTAS EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,16560.0,Depto+Modalidad
433,CONSTRUCTORA CONSULTORA Y SERVICIOS GENERALES  MC & TR S.A.C.,16560.0,Depto+Modalidad
435,RVK NEGOCIOS E INVERSIONES S.A.C.,16560.0,Depto+Modalidad
436,CONSTRUCTORA TORRES ASOCIADOS S.A.C.,17820.0,Depto+Modalidad
438,CIA CONSTRUCTORA Y SERVICIOS GENERALES MADACAZA S.A.C.,16560.0,Depto+Modalidad
439,CONSTRUCTORA CONSULTORA Y SERVICIOS GENERALES  MC & TR S.A.C.,16560.0,Depto+Modalidad
440,N & F CONSTRUCTORA ELOHIM S.A.C.,16560.0,Depto+Modalidad
440,DMRF INVERSIONES Y CONTRATISTAS SAC,16560.0,Depto+Modalidad
441,CONSTRUCTORA TORRES ASOCIADOS S.A.C.,17820.0,Depto+Modalidad
442,CONSTRUCTORA CONSULTORA Y SERVICIOS GENERALES  MC & TR S.A.C.,16560.0,Depto+Modalidad
443,O & M & B CONSTRUCTORA  E INMOBILIARIA E.I.R.L.,15840.0,Depto+Modalidad
443,CORPORACION FEBI SOCIEDAD ANONIMA CERRADA,16560.0,Depto+Modalidad
443,PBL CONTRATISTAS S.A.C.,16560.0,Depto+Modalidad
444,CONSTRUCTORA TORRES ASOCIADOS S.A.C.,17820.0,Depto+Modalidad
445,CESPEDES INGENIERIA & CONSTRUCCIONES S.A.C.,15840.0,Depto+Modalidad
445,AVA INCREMENTA SRL,16560.0,Depto+Modalidad
446,VALESE CONTRATISTAS GENERALES E.I.R.L.,23100.0,Depto+Modalidad
446,MAN GROUP INTERNACIONAL S.A.C.,22575.0,Depto+Modalidad
446,CONSTRUCTORA VALLE REQUE S.A.C.,25987.5,Depto+Modalidad
446,GRUPO  INMOBILIARIO  KINSA  S.A.C.,33041.11315789474,Depto+Modalidad
446,INVERSIONES SANCHEZ Y LAZARO S.A.C,24150.0,Depto+Modalidad
447,VALESE CONTRATISTAS GENERALES E.I.R.L.,23100.0,Depto+Modalidad
447,MAN GROUP INTERNACIONAL S.A.C.,22575.0,Depto+Modalidad
447,CONSTRUCTORA VALLE REQUE S.A.C.,25987.5,Depto+Modalidad
447,GRUPO  INMOBILIARIO  KINSA  S.A.C.,33041.11315789474,Depto+Modalidad
447,INVERSIONES SANCHEZ Y LAZARO S.A.C,24150.0,Depto+Modalidad
448,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
448,CONSTRUCTORA LOS CASTAÐOS DE FERREÐAFE S.A.C.,24244.232432432433,Depto+Modalidad
448,CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,24150.0,Depto+Modalidad
449,INMOBILIARIA Y EJECUTORES ORION S.A.C.,28534.846153846152,Depto+Modalidad
449,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
449,CONSTRUCTORA PROHABIT E INMOBILIARIA S.A.C.,24675.0,Depto+Modalidad
449,CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,24150.0,Depto+Modalidad
449,ASOCIACION COMUNION PROMOCION DESARROLLO Y LIBERACION COPRODELI,27201.780000000002,Depto+Modalidad
450,INMOBILIARIA Y EJECUTORES ORION S.A.C.,28534.846153846152,Depto+Modalidad
450,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
450,CONSTRUCTORA PROHABIT E INMOBILIARIA S.A.C.,24675.0,Depto+Modalidad
450,CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,24150.0,Depto+Modalidad
450,ASOCIACION COMUNION PROMOCION DESARROLLO Y LIBERACION COPRODELI,27201.780000000002,Depto+Modalidad
451,INMOBILIARIA Y EJECUTORES ORION S.A.C.,28534.846153846152,Depto+Modalidad
451,BECTEK CONTRATISTAS S.A.C.,25022.90625,Depto+Modalidad
451,INVERSIONES ANGEL DE LUZ S.A.C.,26693.93571428571,Depto+Modalidad
451,GRUPO  INMOBILIARIO  KINSA  S.A.C.,33041.11315789474,Depto+Modalidad
451,LA PONCIANA INVESTMENTS SOCIEDAD ANONIMA CERRADA,24221.590909090908,Depto+Modalidad
452,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
452,AEC CONTRATISTAS GENERALES E.I.R.LTDA,25987.5,Depto+Modalidad
452,MURANO INVESTMENT S.A.C.,26816.666666666668,Depto+Modalidad
453,VALESE CONTRATISTAS GENERALES E.I.R.L.,23100.0,Depto+Modalidad
453,INMOBILIARIA EL BRAMADERO S.A.C.,25313.76222222222,Depto+Modalidad
453,CONSTRUCTORA HABIMOR S.A.C.,25987.5,Depto+Modalidad
453,VENET-INTERNATIONAL E.I.R.L.,25987.5,Depto+Modalidad
453,CONSTRUCTORA LOS CASTAÐOS DE FERREÐAFE S.A.C.,24244.232432432433,Depto+Modalidad
454,VALESE CONTRATISTAS GENERALES E.I.R.L.,23100.0,Depto+Modalidad
454,MAN GROUP INTERNACIONAL S.A.C.,22575.0,Depto+Modalidad
454,CONSTRUCTORA VALLE REQUE S.A.C.,25987.5,Depto+Modalidad
454,GRUPO  INMOBILIARIO  KINSA  S.A.C.,33041.11315789474,Depto+Modalidad
454,K-L-M CONTRATISTAS GENERALES S.A.C.,26803.985294117647,Depto+Modalidad
455,CONSTRUCTORA LOS CASTAÐOS DE FERREÐAFE S.A.C.,24244.232432432433,Depto+Modalidad
455,LA PONCIANA INVESTMENTS SOCIEDAD ANONIMA CERRADA,24221.590909090908,Depto+Modalidad
455,INMOBILIARIA CONDOMINIOS DE CHICLAYO S.A.C.,25987.5,Depto+Modalidad
455,INMOBILIARIA NOVATERRA ASOCIADOS S.A.C.,26435.25,Depto+Modalidad
455,INMOBILIARIA EL BRAMADERO S.A.C.,25313.76222222222,Depto+Modalidad
456,INVERSIONES ANGEL DE LUZ S.A.C.,26693.93571428571,Depto+Modalidad
456,INMOBILIARIA Y EJECUTORES ORION S.A.C.,28534.846153846152,Depto+Modalidad
456,LOS PORTALES S.A,35059.084615384614,Depto+Modalidad
456,CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,24150.0,Depto+Modalidad
456,LOLI SALAZAR KAROL ESTHER,25068.75,Depto+Modalidad
457,CONSTRUCTORA LOS CASTAÐOS DE FERREÐAFE S.A.C.,24244.232432432433,Depto+Modalidad
457,CONSTRUCTORA HABIMOR S.A.C.,25987.5,Depto+Modalidad
457,CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,24150.0,Depto+Modalidad
457,INMOBILIARIA EL BRAMADERO S.A.C.,25313.76222222222,Depto+Modalidad
457,CORPORACION GF S.A.C.,25987.5,Depto+Modalidad
458,INMOBILIARIA Y EJECUTORES ORION S.A.C.,28534.846153846152,Depto+Modalidad
458,BECTEK CONTRATISTAS S.A.C.,25022.90625,Depto+Modalidad
458,INVERSIONES ANGEL DE LUZ S.A.C.,26693.93571428571,Depto+Modalidad
458,CONSTRUCTORA LOS CASTAÐOS DE FERREÐAFE S.A.C.,24244.232432432433,Depto+Modalidad
458,LA PONCIANA INVESTMENTS SOCIEDAD ANONIMA CERRADA,24221.590909090908,Depto+Modalidad
459,DESARROLLO INMOBILIARIO MARVERDE S.A.C,25987.5,Depto+Modalidad
459,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
459,BECTEK CONTRATISTAS S.A.C.,25022.90625,Depto+Modalidad
459,LA PONCIANA INVESTMENTS SOCIEDAD ANONIMA CERRADA,24221.590909090908,Depto+Modalidad
459,CONSTRUCTORA HABIMOR S.A.C.,25987.5,Depto+Modalidad
460,BECTEK CONTRATISTAS S.A.C.,25022.90625,Depto+Modalidad
460,LA PONCIANA INVESTMENTS SOCIEDAD ANONIMA CERRADA,24221.590909090908,Depto+Modalidad
460,INMOBILIARIA CONDOMINIOS DE CHICLAYO S.A.C.,25987.5,Depto+Modalidad
460,INMOBILIARIA NOVATERRA ASOCIADOS S.A.C.,26435.25,Depto+Modalidad
460,INMOBILIARIA EL BRAMADERO S.A.C.,25313.76222222222,Depto+Modalidad
461,INMOBILIARIA Y EJECUTORES ORION S.A.C.,28534.846153846152,Depto+Modalidad
461,CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,24150.0,Depto+Modalidad
462,INMOBILIARIA Y EJECUTORES ORION S.A.C.,28534.846153846152,Depto+Modalidad
462,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
462,CONSTRUCTORA PROHABIT E INMOBILIARIA S.A.C.,24675.0,Depto+Modalidad
462,CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,24150.0,Depto+Modalidad
462,ASOCIACION COMUNION PROMOCION DESARROLLO Y LIBERACION COPRODELI,27201.780000000002,Depto+Modalidad
463,DESARROLLO INMOBILIARIO MARVERDE S.A.C,25987.5,Depto+Modalidad
463,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
463,BECTEK CONTRATISTAS S.A.C.,25022.90625,Depto+Modalidad
463,LA PONCIANA INVESTMENTS SOCIEDAD ANONIMA CERRADA,24221.590909090908,Depto+Modalidad
463,CONSTRUCTORA HABIMOR S.A.C.,25987.5,Depto+Modalidad
464,GRUPO  INMOBILIARIO  KINSA  S.A.C.,33041.11315789474,Depto+Modalidad
464,CONSTRUCTORA HABIMOR S.A.C.,25987.5,Depto+Modalidad
464,CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,24150.0,Depto+Modalidad
464,INMOBILIARIA EL BRAMADERO S.A.C.,25313.76222222222,Depto+Modalidad
464,CORPORACION GF S.A.C.,25987.5,Depto+Modalidad
465,INMOBILIARIA Y EJECUTORES ORION S.A.C.,28534.846153846152,Depto+Modalidad
465,BECTEK CONTRATISTAS S.A.C.,25022.90625,Depto+Modalidad
465,INVERSIONES ANGEL DE LUZ S.A.C.,26693.93571428571,Depto+Modalidad
465,GRUPO  INMOBILIARIO  KINSA  S.A.C.,33041.11315789474,Depto+Modalidad
465,LA PONCIANA INVESTMENTS SOCIEDAD ANONIMA CERRADA,24221.590909090908,Depto+Modalidad
466,INMOBILIARIA Y EJECUTORES ORION S.A.C.,28534.846153846152,Depto+Modalidad
466,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
466,CONSTRUCTORA PROHABIT E INMOBILIARIA S.A.C.,24675.0,Depto+Modalidad
466,CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,24150.0,Depto+Modalidad
466,ASOCIACION COMUNION PROMOCION DESARROLLO Y LIBERACION COPRODELI,27201.780000000002,Depto+Modalidad
467,BECTEK CONTRATISTAS S.A.C.,25022.90625,Depto+Modalidad
467,LA PONCIANA INVESTMENTS SOCIEDAD ANONIMA CERRADA,24221.590909090908,Depto+Modalidad
467,INMOBILIARIA CONDOMINIOS DE CHICLAYO S.A.C.,25987.5,Depto+Modalidad
467,INMOBILIARIA NOVATERRA ASOCIADOS S.A.C.,26435.25,Depto+Modalidad
467,INMOBILIARIA EL BRAMADERO S.A.C.,25313.76222222222,Depto+Modalidad
468,BECTEK CONTRATISTAS S.A.C.,25022.90625,Depto+Modalidad
468,LA PONCIANA INVESTMENTS SOCIEDAD ANONIMA CERRADA,24221.590909090908,Depto+Modalidad
468,INMOBILIARIA CONDOMINIOS DE CHICLAYO S.A.C.,25987.5,Depto+Modalidad
468,INMOBILIARIA NOVATERRA ASOCIADOS S.A.C.,26435.25,Depto+Modalidad
468,INMOBILIARIA EL BRAMADERO S.A.C.,25313.76222222222,Depto+Modalidad
469,INMOBILIARIA Y EJECUTORES ORION S.A.C.,28534.846153846152,Depto+Modalidad
469,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
469,CONSTRUCTORA PROHABIT E INMOBILIARIA S.A.C.,24675.0,Depto+Modalidad
469,CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,24150.0,Depto+Modalidad
469,ASOCIACION COMUNION PROMOCION DESARROLLO Y LIBERACION COPRODELI,27201.780000000002,Depto+Modalidad
470,BECTEK CONTRATISTAS S.A.C.,25022.90625,Depto+Modalidad
470,LA PONCIANA INVESTMENTS SOCIEDAD ANONIMA CERRADA,24221.590909090908,Depto+Modalidad
470,INMOBILIARIA CONDOMINIOS DE CHICLAYO S.A.C.,25987.5,Depto+Modalidad
470,INMOBILIARIA NOVATERRA ASOCIADOS S.A.C.,26435.25,Depto+Modalidad
470,INMOBILIARIA EL BRAMADERO S.A.C.,25313.76222222222,Depto+Modalidad
471,BECTEK CONTRATISTAS S.A.C.,25022.90625,Depto+Modalidad
471,LA PONCIANA INVESTMENTS SOCIEDAD ANONIMA CERRADA,24221.590909090908,Depto+Modalidad
471,INMOBILIARIA CONDOMINIOS DE CHICLAYO S.A.C.,25987.5,Depto+Modalidad
471,INMOBILIARIA NOVATERRA ASOCIADOS S.A.C.,26435.25,Depto+Modalidad
471,INMOBILIARIA EL BRAMADERO S.A.C.,25313.76222222222,Depto+Modalidad
472,INMOBILIARIA Y EJECUTORES ORION S.A.C.,28534.846153846152,Depto+Modalidad
472,INVERSIONES ANGEL DE LUZ S.A.C.,26693.93571428571,Depto+Modalidad
472,GRUPO  INMOBILIARIO  KINSA  S.A.C.,33041.11315789474,Depto+Modalidad
472,CONSTRUCTORA LOS CASTAÐOS DE FERREÐAFE S.A.C.,24244.232432432433,Depto+Modalidad
472,LA PONCIANA INVESTMENTS SOCIEDAD ANONIMA CERRADA,24221.590909090908,Depto+Modalidad
473,VALESE CONTRATISTAS GENERALES E.I.R.L.,23100.0,Depto+Modalidad
473,MAN GROUP INTERNACIONAL S.A.C.,22575.0,Depto+Modalidad
473,CONSTRUCTORA VALLE REQUE S.A.C.,25987.5,Depto+Modalidad
473,GRUPO  INMOBILIARIO  KINSA  S.A.C.,33041.11315789474,Depto+Modalidad
473,K-L-M CONTRATISTAS GENERALES S.A.C.,26803.985294117647,Depto+Modalidad
474,INMOBILIARIA EL BRAMADERO S.A.C.,25313.76222222222,Depto+Modalidad
474,CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,24150.0,Depto+Modalidad
474,CONSTRUCTORA E INMOBILIARIA MANCINI S.A.C.,25987.5,Depto+Modalidad
474,SERVICIOS GENERALES Y CONSTRUCCIONES W&D S.R.L.,25987.5,Depto+Modalidad
474,DESPACHO DE OBRAS Y CONSTRUCCIONES S.A.C.,28726.749999999996,Depto+Modalidad
475,INMOBILIARIA Y EJECUTORES ORION S.A.C.,28534.846153846152,Depto+Modalidad
475,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
475,CONSTRUCTORA PROHABIT E INMOBILIARIA S.A.C.,24675.0,Depto+Modalidad
475,CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,24150.0,Depto+Modalidad
475,ASOCIACION COMUNION PROMOCION DESARROLLO Y LIBERACION COPRODELI,27201.780000000002,Depto+Modalidad
476,DESARROLLO INMOBILIARIO MARVERDE S.A.C,25987.5,Depto+Modalidad
476,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
476,BECTEK CONTRATISTAS S.A.C.,25022.90625,Depto+Modalidad
476,LA PONCIANA INVESTMENTS SOCIEDAD ANONIMA CERRADA,24221.590909090908,Depto+Modalidad
476,CONSTRUCTORA HABIMOR S.A.C.,25987.5,Depto+Modalidad
477,INMOBILIARIA EL BRAMADERO S.A.C.,25313.76222222222,Depto+Modalidad
477,FORTALEZA  MAM CONTRATISTAS  S.A.C.,24150.0,Depto+Modalidad
477,CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,24150.0,Depto+Modalidad
477,CONSTRUCTORA GALILEA S.A.C.,24609.375,Depto+Modalidad
477,GABINETE PARA EL DESARROLLO ANDINICO S.A.C.,25987.5,Depto+Modalidad
478,BECTEK CONTRATISTAS S.A.C.,25022.90625,Depto+Modalidad
