Source,Target,Weight,TipoRelacion
1284,CONSTRUCTORA HABIMOR S.A.C.,25987.5,Depto+Modalidad
1284,CONSTRUCTORA PROHABIT E INMOBILIARIA S.A.C.,24675.0,Depto+Modalidad
1284,CONSTRUCTORA LOS CASTAÐOS DE FERREÐAFE S.A.C.,24244.232432432433,Depto+Modalidad
1284,LOS PORTALES S.A,35059.084615384614,Depto+Modalidad
1285,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1286,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1286,AEC CONTRATISTAS GENERALES E.I.R.LTDA,25987.5,Depto+Modalidad
1286,MURANO INVESTMENT S.A.C.,26816.666666666668,Depto+Modalidad
1287,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1287,CONSTRUCTORA HABIMOR S.A.C.,25987.5,Depto+Modalidad
1287,CONSTRUCTORA PROHABIT E INMOBILIARIA S.A.C.,24675.0,Depto+Modalidad
1287,CONSTRUCTORA LOS CASTAÐOS DE FERREÐAFE S.A.C.,24244.232432432433,Depto+Modalidad
1287,LOS PORTALES S.A,35059.084615384614,Depto+Modalidad
1288,VALESE CONTRATISTAS GENERALES E.I.R.L.,23100.0,Depto+Modalidad
1288,MAN GROUP INTERNACIONAL S.A.C.,22575.0,Depto+Modalidad
1288,CONSTRUCTORA VALLE REQUE S.A.C.,25987.5,Depto+Modalidad
1288,GRUPO  INMOBILIARIO  KINSA  S.A.C.,33041.11315789474,Depto+Modalidad
1288,K-L-M CONTRATISTAS GENERALES S.A.C.,26803.985294117647,Depto+Modalidad
1289,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1290,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1291,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1292,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1293,INMOBILIARIA Y EJECUTORES ORION S.A.C.,28534.846153846152,Depto+Modalidad
1293,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1293,CONSTRUCTORA PROHABIT E INMOBILIARIA S.A.C.,24675.0,Depto+Modalidad
1293,CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,24150.0,Depto+Modalidad
1293,ASOCIACION COMUNION PROMOCION DESARROLLO Y LIBERACION COPRODELI,27201.780000000002,Depto+Modalidad
1294,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1294,AEC CONTRATISTAS GENERALES E.I.R.LTDA,25987.5,Depto+Modalidad
1294,MURANO INVESTMENT S.A.C.,26816.666666666668,Depto+Modalidad
1295,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1295,CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,24150.0,Depto+Modalidad
1295,MURANO INVESTMENT S.A.C.,26816.666666666668,Depto+Modalidad
1296,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1297,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1297,CONSTRUCTORA HABIMOR S.A.C.,25987.5,Depto+Modalidad
1297,CONSTRUCTORA PROHABIT E INMOBILIARIA S.A.C.,24675.0,Depto+Modalidad
1297,CONSTRUCTORA LOS CASTAÐOS DE FERREÐAFE S.A.C.,24244.232432432433,Depto+Modalidad
1297,LOS PORTALES S.A,35059.084615384614,Depto+Modalidad
1298,INMOBILIARIA Y EJECUTORES ORION S.A.C.,28534.846153846152,Depto+Modalidad
1298,BECTEK CONTRATISTAS S.A.C.,25022.90625,Depto+Modalidad
1298,INVERSIONES ANGEL DE LUZ S.A.C.,26693.93571428571,Depto+Modalidad
1298,GRUPO  INMOBILIARIO  KINSA  S.A.C.,33041.11315789474,Depto+Modalidad
1298,CONSTRUCTORA LOS CASTAÐOS DE FERREÐAFE S.A.C.,24244.232432432433,Depto+Modalidad
1299,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1300,INMOBILIARIA Y EJECUTORES ORION S.A.C.,28534.846153846152,Depto+Modalidad
1300,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1300,PROYECTO NUEVA ESPAÐA SOCIEDAD  ANONIMA CERRADA,24881.18653846154,Depto+Modalidad
1300,CONSTRUCTORA PROHABIT E INMOBILIARIA S.A.C.,24675.0,Depto+Modalidad
1300,ASOCIACION COMUNION PROMOCION DESARROLLO Y LIBERACION COPRODELI,27201.780000000002,Depto+Modalidad
1301,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1301,CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,24150.0,Depto+Modalidad
1301,MURANO INVESTMENT S.A.C.,26816.666666666668,Depto+Modalidad
1302,INMOBILIARIA EL BRAMADERO S.A.C.,25313.76222222222,Depto+Modalidad
1302,CONSTRUCTORA LOS CASTAÐOS DE FERREÐAFE S.A.C.,24244.232432432433,Depto+Modalidad
1302,CONSTRUCTORA & INMOBILIARIA TORRES DE CRISTAL S.A.C. - CONSIN TORRES DE CRISTAL S.A.C.,25856.25,Depto+Modalidad
1302,SERVICIOS GENERALES Y CONSTRUCCIONES W&D S.R.L.,25987.5,Depto+Modalidad
1302,LOS PORTALES S.A,35059.084615384614,Depto+Modalidad
1303,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1304,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1305,INMOBILIARIA Y EJECUTORES ORION S.A.C.,28534.846153846152,Depto+Modalidad
1305,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1305,PROYECTO NUEVA ESPAÐA SOCIEDAD  ANONIMA CERRADA,24881.18653846154,Depto+Modalidad
1305,CONSTRUCTORA PROHABIT E INMOBILIARIA S.A.C.,24675.0,Depto+Modalidad
1305,ASOCIACION COMUNION PROMOCION DESARROLLO Y LIBERACION COPRODELI,27201.780000000002,Depto+Modalidad
1306,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1307,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1308,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1309,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1310,VALESE CONTRATISTAS GENERALES E.I.R.L.,23100.0,Depto+Modalidad
1310,BECTEK CONTRATISTAS S.A.C.,25022.90625,Depto+Modalidad
1310,CONSTRUCTORA HABIMOR S.A.C.,25987.5,Depto+Modalidad
1310,VENET-INTERNATIONAL E.I.R.L.,25987.5,Depto+Modalidad
1310,CONSTRUCTORA LOS CASTAÐOS DE FERREÐAFE S.A.C.,24244.232432432433,Depto+Modalidad
1311,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1311,AEC CONTRATISTAS GENERALES E.I.R.LTDA,25987.5,Depto+Modalidad
1311,MURANO INVESTMENT S.A.C.,26816.666666666668,Depto+Modalidad
1312,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1313,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1314,CONSTRUCTORA HABIMOR S.A.C.,25987.5,Depto+Modalidad
1314,INMOBILIARIA SANTA FE S.A.,24532.8125,Depto+Modalidad
1314,CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,24150.0,Depto+Modalidad
1314,GRUPO FA & PA S.A.C.,25987.5,Depto+Modalidad
1315,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1316,INMOBILIARIA Y EJECUTORES ORION S.A.C.,28534.846153846152,Depto+Modalidad
1316,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1316,PROYECTO NUEVA ESPAÐA SOCIEDAD  ANONIMA CERRADA,24881.18653846154,Depto+Modalidad
1316,CONSTRUCTORA PROHABIT E INMOBILIARIA S.A.C.,24675.0,Depto+Modalidad
1316,ASOCIACION COMUNION PROMOCION DESARROLLO Y LIBERACION COPRODELI,27201.780000000002,Depto+Modalidad
1317,INMOBILIARIA EL BRAMADERO S.A.C.,25313.76222222222,Depto+Modalidad
1318,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1319,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1320,INMOBILIARIA Y EJECUTORES ORION S.A.C.,28534.846153846152,Depto+Modalidad
1320,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1320,PROYECTO NUEVA ESPAÐA SOCIEDAD  ANONIMA CERRADA,24881.18653846154,Depto+Modalidad
1320,CONSTRUCTORA PROHABIT E INMOBILIARIA S.A.C.,24675.0,Depto+Modalidad
1320,ASOCIACION COMUNION PROMOCION DESARROLLO Y LIBERACION COPRODELI,27201.780000000002,Depto+Modalidad
1321,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1322,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1323,AS CONSULTORES & CONSTRUCTORES SRL.,24517.5,Depto+Modalidad
1323,CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,24150.0,Depto+Modalidad
1323,CONSTRUCTORA E INMOBILIARIA MANCINI S.A.C.,25987.5,Depto+Modalidad
1323,SERVICIOS GENERALES Y CONSTRUCCIONES W&D S.R.L.,25987.5,Depto+Modalidad
1323,DESPACHO DE OBRAS Y CONSTRUCCIONES S.A.C.,28726.749999999996,Depto+Modalidad
1324,INMOBILIARIA Y EJECUTORES ORION S.A.C.,28534.846153846152,Depto+Modalidad
1324,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1324,PROYECTO NUEVA ESPAÐA SOCIEDAD  ANONIMA CERRADA,24881.18653846154,Depto+Modalidad
1324,CONSTRUCTORA PROHABIT E INMOBILIARIA S.A.C.,24675.0,Depto+Modalidad
1324,ASOCIACION COMUNION PROMOCION DESARROLLO Y LIBERACION COPRODELI,27201.780000000002,Depto+Modalidad
1325,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1325,CONSTRUCTORA HABIMOR S.A.C.,25987.5,Depto+Modalidad
1325,CONSTRUCTORA PROHABIT E INMOBILIARIA S.A.C.,24675.0,Depto+Modalidad
1325,CONSTRUCTORA LOS CASTAÐOS DE FERREÐAFE S.A.C.,24244.232432432433,Depto+Modalidad
1325,LOS PORTALES S.A,35059.084615384614,Depto+Modalidad
1326,INMOBILIARIA Y EJECUTORES ORION S.A.C.,28534.846153846152,Depto+Modalidad
1326,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1326,PROYECTO NUEVA ESPAÐA SOCIEDAD  ANONIMA CERRADA,24881.18653846154,Depto+Modalidad
1326,CONSTRUCTORA PROHABIT E INMOBILIARIA S.A.C.,24675.0,Depto+Modalidad
1326,ASOCIACION COMUNION PROMOCION DESARROLLO Y LIBERACION COPRODELI,27201.780000000002,Depto+Modalidad
1327,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1328,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1329,INMOBILIARIA Y EJECUTORES ORION S.A.C.,28534.846153846152,Depto+Modalidad
1329,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1329,PROYECTO NUEVA ESPAÐA SOCIEDAD  ANONIMA CERRADA,24881.18653846154,Depto+Modalidad
1329,CONSTRUCTORA PROHABIT E INMOBILIARIA S.A.C.,24675.0,Depto+Modalidad
1329,ASOCIACION COMUNION PROMOCION DESARROLLO Y LIBERACION COPRODELI,27201.780000000002,Depto+Modalidad
1330,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1331,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1332,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1333,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1334,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1335,INMOBILIARIA Y EJECUTORES ORION S.A.C.,28534.846153846152,Depto+Modalidad
1335,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1335,CONSTRUCTORA PROHABIT E INMOBILIARIA S.A.C.,24675.0,Depto+Modalidad
1335,CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,24150.0,Depto+Modalidad
1335,ASOCIACION COMUNION PROMOCION DESARROLLO Y LIBERACION COPRODELI,27201.780000000002,Depto+Modalidad
1336,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1336,INFINITY CORPORATION CONSTRUCTORA E INMOBILIARIA S.A.C.,24517.5,Depto+Modalidad
1336,CONSTRUCTORA LOS CASTAÐOS DE FERREÐAFE S.A.C.,24244.232432432433,Depto+Modalidad
1337,INMOBILIARIA Y EJECUTORES ORION S.A.C.,28534.846153846152,Depto+Modalidad
1337,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1337,CONSTRUCTORA PROHABIT E INMOBILIARIA S.A.C.,24675.0,Depto+Modalidad
1337,CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,24150.0,Depto+Modalidad
1337,ASOCIACION COMUNION PROMOCION DESARROLLO Y LIBERACION COPRODELI,27201.780000000002,Depto+Modalidad
1338,INMOBILIARIA Y EJECUTORES ORION S.A.C.,28534.846153846152,Depto+Modalidad
1338,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1338,PROYECTO NUEVA ESPAÐA SOCIEDAD  ANONIMA CERRADA,24881.18653846154,Depto+Modalidad
1338,CONSTRUCTORA PROHABIT E INMOBILIARIA S.A.C.,24675.0,Depto+Modalidad
1338,ASOCIACION COMUNION PROMOCION DESARROLLO Y LIBERACION COPRODELI,27201.780000000002,Depto+Modalidad
1339,INMOBILIARIA Y EJECUTORES ORION S.A.C.,28534.846153846152,Depto+Modalidad
1339,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1339,PROYECTO NUEVA ESPAÐA SOCIEDAD  ANONIMA CERRADA,24881.18653846154,Depto+Modalidad
1339,CONSTRUCTORA PROHABIT E INMOBILIARIA S.A.C.,24675.0,Depto+Modalidad
1339,ASOCIACION COMUNION PROMOCION DESARROLLO Y LIBERACION COPRODELI,27201.780000000002,Depto+Modalidad
1340,INMOBILIARIA Y EJECUTORES ORION S.A.C.,28534.846153846152,Depto+Modalidad
1340,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1340,PROYECTO NUEVA ESPAÐA SOCIEDAD  ANONIMA CERRADA,24881.18653846154,Depto+Modalidad
1340,CONSTRUCTORA PROHABIT E INMOBILIARIA S.A.C.,24675.0,Depto+Modalidad
1340,ASOCIACION COMUNION PROMOCION DESARROLLO Y LIBERACION COPRODELI,27201.780000000002,Depto+Modalidad
1341,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1341,CONSTRUCTORA HABIMOR S.A.C.,25987.5,Depto+Modalidad
1341,CONSTRUCTORA PROHABIT E INMOBILIARIA S.A.C.,24675.0,Depto+Modalidad
1341,CONSTRUCTORA LOS CASTAÐOS DE FERREÐAFE S.A.C.,24244.232432432433,Depto+Modalidad
1341,LOS PORTALES S.A,35059.084615384614,Depto+Modalidad
1342,INMOBILIARIA Y EJECUTORES ORION S.A.C.,28534.846153846152,Depto+Modalidad
1342,CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,24150.0,Depto+Modalidad
1342,FLORESTA JAH INMOBILIARIA Y CONSTRUCTORA SOCIEDAD ANONIMA CERRADA,25987.5,Depto+Modalidad
1342,CONSTRUCTORA E INMOBILIARIA LUNA VICTORIA E.I.R.L.,28385.833333333332,Depto+Modalidad
1342,MENORCA INVERSIONES S.A.C.,25987.5,Depto+Modalidad
1343,ASOCIACION COMUNION PROMOCION DESARROLLO Y LIBERACION COPRODELI,27201.780000000002,Depto+Modalidad
1343,INVERSIONES ANGEL DE LUZ S.A.C.,26693.93571428571,Depto+Modalidad
1343,LOS PORTALES S.A,35059.084615384614,Depto+Modalidad
1343,CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,24150.0,Depto+Modalidad
1343,LOLI SALAZAR KAROL ESTHER,25068.75,Depto+Modalidad
1344,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1345,BECTEK CONTRATISTAS S.A.C.,25022.90625,Depto+Modalidad
1345,LA PONCIANA INVESTMENTS SOCIEDAD ANONIMA CERRADA,24221.590909090908,Depto+Modalidad
1345,INMOBILIARIA CONDOMINIOS DE CHICLAYO S.A.C.,25987.5,Depto+Modalidad
1345,INMOBILIARIA NOVATERRA ASOCIADOS S.A.C.,26435.25,Depto+Modalidad
1345,INMOBILIARIA EL BRAMADERO S.A.C.,25313.76222222222,Depto+Modalidad
1346,AS CONSULTORES & CONSTRUCTORES SRL.,24517.5,Depto+Modalidad
1346,CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,24150.0,Depto+Modalidad
1346,CONSTRUCTORA E INMOBILIARIA MANCINI S.A.C.,25987.5,Depto+Modalidad
1346,SERVICIOS GENERALES Y CONSTRUCCIONES W&D S.R.L.,25987.5,Depto+Modalidad
1346,DESPACHO DE OBRAS Y CONSTRUCCIONES S.A.C.,28726.749999999996,Depto+Modalidad
1347,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1348,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1349,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1350,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1351,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1352,AS CONSULTORES & CONSTRUCTORES SRL.,24517.5,Depto+Modalidad
1352,CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,24150.0,Depto+Modalidad
1352,CONSTRUCTORA E INMOBILIARIA MANCINI S.A.C.,25987.5,Depto+Modalidad
1352,SERVICIOS GENERALES Y CONSTRUCCIONES W&D S.R.L.,25987.5,Depto+Modalidad
1352,DESPACHO DE OBRAS Y CONSTRUCCIONES S.A.C.,28726.749999999996,Depto+Modalidad
1353,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1353,CONSTRUCTORA HABIMOR S.A.C.,25987.5,Depto+Modalidad
1353,CONSTRUCTORA PROHABIT E INMOBILIARIA S.A.C.,24675.0,Depto+Modalidad
1353,CONSTRUCTORA LOS CASTAÐOS DE FERREÐAFE S.A.C.,24244.232432432433,Depto+Modalidad
1353,LOS PORTALES S.A,35059.084615384614,Depto+Modalidad
1354,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1355,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1356,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1356,INFINITY CORPORATION CONSTRUCTORA E INMOBILIARIA S.A.C.,24517.5,Depto+Modalidad
1356,CONSTRUCTORA LOS CASTAÐOS DE FERREÐAFE S.A.C.,24244.232432432433,Depto+Modalidad
1357,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1358,AS CONSULTORES & CONSTRUCTORES SRL.,24517.5,Depto+Modalidad
1358,CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,24150.0,Depto+Modalidad
1358,CONSTRUCTORA E INMOBILIARIA MANCINI S.A.C.,25987.5,Depto+Modalidad
1358,SERVICIOS GENERALES Y CONSTRUCCIONES W&D S.R.L.,25987.5,Depto+Modalidad
1358,DESPACHO DE OBRAS Y CONSTRUCCIONES S.A.C.,28726.749999999996,Depto+Modalidad
1359,INMOBILIARIA Y EJECUTORES ORION S.A.C.,28534.846153846152,Depto+Modalidad
1359,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1359,PROYECTO NUEVA ESPAÐA SOCIEDAD  ANONIMA CERRADA,24881.18653846154,Depto+Modalidad
1359,CONSTRUCTORA PROHABIT E INMOBILIARIA S.A.C.,24675.0,Depto+Modalidad
1359,ASOCIACION COMUNION PROMOCION DESARROLLO Y LIBERACION COPRODELI,27201.780000000002,Depto+Modalidad
1360,INMOBILIARIA Y EJECUTORES ORION S.A.C.,28534.846153846152,Depto+Modalidad
1360,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1360,PROYECTO NUEVA ESPAÐA SOCIEDAD  ANONIMA CERRADA,24881.18653846154,Depto+Modalidad
1360,CONSTRUCTORA PROHABIT E INMOBILIARIA S.A.C.,24675.0,Depto+Modalidad
1360,ASOCIACION COMUNION PROMOCION DESARROLLO Y LIBERACION COPRODELI,27201.780000000002,Depto+Modalidad
1361,INMOBILIARIA Y EJECUTORES ORION S.A.C.,28534.846153846152,Depto+Modalidad
1361,ASOCIACION COMUNION PROMOCION DESARROLLO Y LIBERACION COPRODELI,27201.780000000002,Depto+Modalidad
1361,FLORESTA JAH INMOBILIARIA Y CONSTRUCTORA SOCIEDAD ANONIMA CERRADA,25987.5,Depto+Modalidad
1361,CONSTRUCTORA E INMOBILIARIA LUNA VICTORIA E.I.R.L.,28385.833333333332,Depto+Modalidad
1361,MENORCA INVERSIONES S.A.C.,25987.5,Depto+Modalidad
1362,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1363,INMOBILIARIA Y EJECUTORES ORION S.A.C.,28534.846153846152,Depto+Modalidad
1363,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1363,PROYECTO NUEVA ESPAÐA SOCIEDAD  ANONIMA CERRADA,24881.18653846154,Depto+Modalidad
1363,CONSTRUCTORA PROHABIT E INMOBILIARIA S.A.C.,24675.0,Depto+Modalidad
1363,ASOCIACION COMUNION PROMOCION DESARROLLO Y LIBERACION COPRODELI,27201.780000000002,Depto+Modalidad
1364,INMOBILIARIA Y EJECUTORES ORION S.A.C.,28534.846153846152,Depto+Modalidad
1364,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1364,PROYECTO NUEVA ESPAÐA SOCIEDAD  ANONIMA CERRADA,24881.18653846154,Depto+Modalidad
1364,CONSTRUCTORA PROHABIT E INMOBILIARIA S.A.C.,24675.0,Depto+Modalidad
1364,ASOCIACION COMUNION PROMOCION DESARROLLO Y LIBERACION COPRODELI,27201.780000000002,Depto+Modalidad
1365,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1366,INMOBILIARIA Y EJECUTORES ORION S.A.C.,28534.846153846152,Depto+Modalidad
1366,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1366,PROYECTO NUEVA ESPAÐA SOCIEDAD  ANONIMA CERRADA,24881.18653846154,Depto+Modalidad
1366,CONSTRUCTORA PROHABIT E INMOBILIARIA S.A.C.,24675.0,Depto+Modalidad
1366,ASOCIACION COMUNION PROMOCION DESARROLLO Y LIBERACION COPRODELI,27201.780000000002,Depto+Modalidad
1367,MEGA INDUSTRIES S.A.C.,23137.5,Depto+Modalidad
1367,INMOBILIARIA Y EJECUTORES ORION S.A.C.,28534.846153846152,Depto+Modalidad
1367,ASOCIACION COMUNION PROMOCION DESARROLLO Y LIBERACION COPRODELI,27201.780000000002,Depto+Modalidad
1368,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1368,INFINITY CORPORATION CONSTRUCTORA E INMOBILIARIA S.A.C.,24517.5,Depto+Modalidad
1368,CONSTRUCTORA LOS CASTAÐOS DE FERREÐAFE S.A.C.,24244.232432432433,Depto+Modalidad
1369,INMOBILIARIA Y EJECUTORES ORION S.A.C.,28534.846153846152,Depto+Modalidad
1369,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1369,PROYECTO NUEVA ESPAÐA SOCIEDAD  ANONIMA CERRADA,24881.18653846154,Depto+Modalidad
1369,CONSTRUCTORA PROHABIT E INMOBILIARIA S.A.C.,24675.0,Depto+Modalidad
1369,ASOCIACION COMUNION PROMOCION DESARROLLO Y LIBERACION COPRODELI,27201.780000000002,Depto+Modalidad
1370,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1370,AEC CONTRATISTAS GENERALES E.I.R.LTDA,25987.5,Depto+Modalidad
1370,MURANO INVESTMENT S.A.C.,26816.666666666668,Depto+Modalidad
1371,INMOBILIARIA Y EJECUTORES ORION S.A.C.,28534.846153846152,Depto+Modalidad
1371,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1371,PROYECTO NUEVA ESPAÐA SOCIEDAD  ANONIMA CERRADA,24881.18653846154,Depto+Modalidad
1371,CONSTRUCTORA PROHABIT E INMOBILIARIA S.A.C.,24675.0,Depto+Modalidad
1371,ASOCIACION COMUNION PROMOCION DESARROLLO Y LIBERACION COPRODELI,27201.780000000002,Depto+Modalidad
1372,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1372,AEC CONTRATISTAS GENERALES E.I.R.LTDA,25987.5,Depto+Modalidad
1372,MURANO INVESTMENT S.A.C.,26816.666666666668,Depto+Modalidad
1373,VALESE CONTRATISTAS GENERALES E.I.R.L.,23100.0,Depto+Modalidad
1373,BECTEK CONTRATISTAS S.A.C.,25022.90625,Depto+Modalidad
1373,INMOBILIARIA EL BRAMADERO S.A.C.,25313.76222222222,Depto+Modalidad
1373,CONSTRUCTORA HABIMOR S.A.C.,25987.5,Depto+Modalidad
1373,VENET-INTERNATIONAL E.I.R.L.,25987.5,Depto+Modalidad
1374,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1375,CONSTRUCTORA E INMOBILIARIA J & A S.A.C.,23450.0,Depto+Modalidad
1376,INMOBILIARIA EL BRAMADERO S.A.C.,25313.76222222222,Depto+Modalidad
1376,CONSTRUCTORA LOS CASTAÐOS DE FERREÐAFE S.A.C.,24244.232432432433,Depto+Modalidad
1376,FORTALEZA  MAM CONTRATISTAS  S.A.C.,24150.0,Depto+Modalidad
1376,CONSTRUCTORA GALILEA S.A.C.,24609.375,Depto+Modalidad
1376,GABINETE PARA EL DESARROLLO ANDINICO S.A.C.,25987.5,Depto+Modalidad
1377,LA PONCIANA INVESTMENTS SOCIEDAD ANONIMA CERRADA,24221.590909090908,Depto+Modalidad
