Id,EDAD JEFE FAMILIA,MODALIDAD,DEPARTAMENTO GRUPO FAMILIAR,Type,DEPARTAMENTO
1898,58.0,AVN,SAN MARTIN,familia,
1899,41.0,AVN,SAN MARTIN,familia,
1900,44.0,AVN,SAN MARTIN,familia,
1901,38.0,AVN,PUNO,familia,
1902,47.0,AVN,LA LIBERTAD,familia,
1903,36.0,AVN,SAN MARTIN,familia,
1904,56.0,AVN,LA LIBERTAD,familia,
1905,31.0,AVN,LAMBAYEQUE,familia,
1906,34.0,AVN,PUNO,familia,
1907,28.0,AVN,PUNO,familia,
1908,35.0,AVN,SAN MARTIN,familia,
1909,36.0,AVN,MOQUEGUA,familia,
1910,39.0,AVN,SAN MARTIN,familia,
1911,42.0,AVN,LAMBAYEQUE,familia,
1912,28.0,AVN,MOQUEGUA,familia,
1913,28.0,AVN,SAN MARTIN,familia,
1914,49.0,AVN,LIMA,familia,
1915,46.0,AVN,SAN MARTIN,familia,
1916,35.0,AVN,LIMA,familia,
1917,38.0,AVN,PUNO,familia,
1918,47.0,AVN,LAMBAYEQUE,familia,
1919,43.0,AVN,MOQUEGUA,familia,
1920,40.0,AVN,MOQUEGUA,familia,
1921,44.0,AVN,MOQUEGUA,familia,
1922,46.0,AVN,ICA,familia,
1923,26.0,AVN,ICA,familia,
1924,36.0,AVN,MOQUEGUA,familia,
1925,40.0,AVN,MOQUEGUA,familia,
1926,49.0,AVN,LAMBAYEQUE,familia,
1927,32.0,AVN,ICA,familia,
1928,30.0,AVN,ANCASH,familia,
1929,55.0,AVN,MOQUEGUA,familia,
1930,33.0,AVN,MOQUEGUA,familia,
1931,45.0,AVN,MOQUEGUA,familia,
1932,37.0,AVN,SAN MARTIN,familia,
1933,38.0,AVN,SAN MARTIN,familia,
1934,38.0,AVN,MOQUEGUA,familia,
1935,42.0,AVN,MOQUEGUA,familia,
1936,36.0,AVN,AMAZONAS,familia,
1937,54.0,AVN,JUNIN,familia,
1938,30.0,AVN,MOQUEGUA,familia,
1939,37.0,AVN,SAN MARTIN,familia,
1940,32.0,AVN,MOQUEGUA,familia,
1941,42.0,AVN,MOQUEGUA,familia,
1942,23.0,AVN,AREQUIPA,familia,
1943,39.0,AVN,MOQUEGUA,familia,
1944,30.0,AVN,MOQUEGUA,familia,
1945,58.0,AVN,PUNO,familia,
1946,32.0,AVN,PUNO,familia,
1947,29.0,AVN,MOQUEGUA,familia,
1948,35.0,AVN,MOQUEGUA,familia,
1949,40.0,AVN,SAN MARTIN,familia,
1950,41.0,AVN,MOQUEGUA,familia,
1951,30.0,AVN,MOQUEGUA,familia,
1952,37.0,AVN,MOQUEGUA,familia,
1953,29.0,AVN,MOQUEGUA,familia,
1954,32.0,AVN,MOQUEGUA,familia,
1955,34.0,AVN,MOQUEGUA,familia,
1956,22.0,AVN,LAMBAYEQUE,familia,
1957,51.0,AVN,MOQUEGUA,familia,
1958,23.0,AVN,MOQUEGUA,familia,
1959,36.0,AVN,CUSCO,familia,
1960,23.0,AVN,MOQUEGUA,familia,
1961,28.0,AVN,MOQUEGUA,familia,
1962,28.0,AVN,MOQUEGUA,familia,
1963,27.0,AVN,MOQUEGUA,familia,
1964,26.0,AVN,TACNA,familia,
1965,28.0,AVN,MOQUEGUA,familia,
1966,29.0,AVN,MOQUEGUA,familia,
1967,46.0,AVN,ICA,familia,
1968,37.0,AVN,PUNO,familia,
1969,26.0,AVN,MOQUEGUA,familia,
1970,31.0,AVN,MOQUEGUA,familia,
1971,28.0,AVN,MOQUEGUA,familia,
1972,33.0,AVN,MOQUEGUA,familia,
1973,47.0,AVN,MOQUEGUA,familia,
1974,24.0,AVN,ANCASH,familia,
1975,45.0,AVN,MOQUEGUA,familia,
1976,43.0,AVN,MOQUEGUA,familia,
1977,37.0,AVN,MOQUEGUA,familia,
1978,50.0,AVN,MOQUEGUA,familia,
1979,28.0,AVN,MOQUEGUA,familia,
1980,38.0,AVN,TACNA,familia,
1981,25.0,AVN,MOQUEGUA,familia,
1982,23.0,AVN,MOQUEGUA,familia,
1983,29.0,AVN,MOQUEGUA,familia,
1984,48.0,AVN,MOQUEGUA,familia,
1985,27.0,AVN,MOQUEGUA,familia,
1986,44.0,AVN,PIURA,familia,
1987,42.0,AVN,MOQUEGUA,familia,
1988,36.0,AVN,MOQUEGUA,familia,
1989,43.0,AVN,MOQUEGUA,familia,
1990,38.0,AVN,PUNO,familia,
1991,61.0,AVN,LAMBAYEQUE,familia,
1992,30.0,AVN,MOQUEGUA,familia,
1993,35.0,AVN,CALLAO,familia,
1994,42.0,AVN,LA LIBERTAD,familia,
1995,29.0,AVN,MOQUEGUA,familia,
1996,43.0,AVN,LA LIBERTAD,familia,
1997,77.0,AVN,AYACUCHO,familia,
1998,35.0,AVN,MOQUEGUA,familia,
1999,31.0,AVN,MOQUEGUA,familia,
2000,62.0,AVN,MOQUEGUA,familia,
2001,28.0,AVN,MOQUEGUA,familia,
2002,62.0,AVN,CUSCO,familia,
2003,42.0,AVN,CUSCO,familia,
2004,32.0,AVN,CUSCO,familia,
2005,28.0,AVN,PUNO,familia,
2006,33.0,AVN,TUMBES,familia,
2007,48.0,AVN,LIMA,familia,
2008,23.0,AVN,MOQUEGUA,familia,
2009,45.0,AVN,CUSCO,familia,
2010,49.0,AVN,TACNA,familia,
2011,37.0,AVN,MOQUEGUA,familia,
2012,33.0,AVN,MOQUEGUA,familia,
2013,29.0,AVN,CALLAO,familia,
2014,34.0,AVN,LAMBAYEQUE,familia,
2015,41.0,AVN,SAN MARTIN,familia,
2016,31.0,AVN,SAN MARTIN,familia,
2017,28.0,AVN,SAN MARTIN,familia,
2018,25.0,AVN,SAN MARTIN,familia,
2019,29.0,AVN,MOQUEGUA,familia,
2020,46.0,AVN,MOQUEGUA,familia,
2021,39.0,AVN,LA LIBERTAD,familia,
2022,42.0,AVN,CALLAO,familia,
2023,45.0,AVN,MOQUEGUA,familia,
2024,27.0,AVN,PIURA,familia,
2025,25.0,AVN,PIURA,familia,
2026,33.0,AVN,SAN MARTIN,familia,
2027,35.0,AVN,LAMBAYEQUE,familia,
2028,27.0,AVN,MOQUEGUA,familia,
2029,30.0,AVN,MOQUEGUA,familia,
2030,64.0,AVN,AMAZONAS,familia,
2031,29.0,AVN,LA LIBERTAD,familia,
2032,27.0,AVN,SAN MARTIN,familia,
2033,43.0,AVN,MOQUEGUA,familia,
2034,53.0,AVN,LA LIBERTAD,familia,
2035,35.0,AVN,LA LIBERTAD,familia,
2036,53.0,AVN,LIMA,familia,
2037,43.0,AVN,LA LIBERTAD,familia,
2038,31.0,AVN,SAN MARTIN,familia,
2039,51.0,AVN,AMAZONAS,familia,
2040,28.0,AVN,LA LIBERTAD,familia,
2041,38.0,AVN,SAN MARTIN,familia,
2042,39.0,AVN,SAN MARTIN,familia,
2043,39.0,AVN,PUNO,familia,
2044,26.0,AVN,HUANCAVELICA,familia,
2045,53.0,AVN,SAN MARTIN,familia,
2046,36.0,AVN,CAJAMARCA,familia,
2047,73.0,AVN,PIURA,familia,
2048,39.0,AVN,SAN MARTIN,familia,
2049,33.0,AVN,SAN MARTIN,familia,
2050,36.0,AVN,LA LIBERTAD,familia,
2051,26.0,AVN,LA LIBERTAD,familia,
2052,33.0,AVN,LA LIBERTAD,familia,
2053,62.0,AVN,LA LIBERTAD,familia,
2054,38.0,AVN,LA LIBERTAD,familia,
2055,48.0,AVN,LA LIBERTAD,familia,
2056,39.0,AVN,CALLAO,familia,
2057,52.0,AVN,LA LIBERTAD,familia,
2058,61.0,AVN,LA LIBERTAD,familia,
2059,30.0,AVN,SAN MARTIN,familia,
2060,44.0,AVN,ICA,familia,
2061,43.0,AVN,SAN MARTIN,familia,
2062,52.0,AVN,PIURA,familia,
2063,25.0,AVN,MOQUEGUA,familia,
2064,57.0,AVN,LA LIBERTAD,familia,
2065,24.0,AVN,MOQUEGUA,familia,
2066,35.0,AVN,SAN MARTIN,familia,
2067,28.0,AVN,LAMBAYEQUE,familia,
2068,41.0,AVN,MOQUEGUA,familia,
2069,37.0,AVN,MOQUEGUA,familia,
2070,76.0,AVN,SAN MARTIN,familia,
2071,33.0,AVN,MOQUEGUA,familia,
2072,27.0,AVN,MOQUEGUA,familia,
2073,30.0,AVN,MOQUEGUA,familia,
2074,28.0,AVN,MOQUEGUA,familia,
2075,37.0,AVN,MOQUEGUA,familia,
2076,44.0,AVN,MOQUEGUA,familia,
2077,40.0,AVN,SAN MARTIN,familia,
2078,38.0,AVN,SAN MARTIN,familia,
2079,51.0,AVN,SAN MARTIN,familia,
2080,37.0,AVN,SAN MARTIN,familia,
2081,48.0,AVN,MOQUEGUA,familia,
2082,44.0,AVN,MOQUEGUA,familia,
2083,32.0,AVN,MOQUEGUA,familia,
2084,34.0,AVN,LAMBAYEQUE,familia,
2085,57.0,AVN,LAMBAYEQUE,familia,
2086,36.0,AVN,TUMBES,familia,
2087,79.0,AVN,LA LIBERTAD,familia,
2088,36.0,AVN,PIURA,familia,
2089,36.0,AVN,LIMA,familia,
2090,38.0,AVN,SAN MARTIN,familia,
2091,35.0,AVN,SAN MARTIN,familia,
2092,38.0,AVN,MOQUEGUA,familia,
2093,38.0,AVN,SAN MARTIN,familia,
2094,48.0,AVN,SAN MARTIN,familia,
2095,39.0,AVN,SAN MARTIN,familia,
2096,35.0,AVN,MOQUEGUA,familia,
2097,43.0,AVN,MOQUEGUA,familia,
2098,43.0,AVN,AREQUIPA,familia,
2099,64.0,AVN,LA LIBERTAD,familia,
2100,40.0,AVN,LIMA,familia,
2101,50.0,AVN,MOQUEGUA,familia,
2102,28.0,AVN,SAN MARTIN,familia,
2103,40.0,AVN,CALLAO,familia,
2104,28.0,AVN,MOQUEGUA,familia,
2105,45.0,AVN,MOQUEGUA,familia,
2106,45.0,AVN,CAJAMARCA,familia,
2107,25.0,AVN,CAJAMARCA,familia,
2108,44.0,AVN,LA LIBERTAD,familia,
2109,39.0,AVN,MOQUEGUA,familia,
2110,29.0,AVN,MOQUEGUA,familia,
2111,36.0,AVN,MOQUEGUA,familia,
2112,45.0,AVN,LA LIBERTAD,familia,
2113,28.0,AVN,LIMA,familia,
2114,29.0,AVN,LIMA,familia,
2115,42.0,AVN,LIMA,familia,
2116,26.0,AVN,TUMBES,familia,
2117,42.0,AVN,LIMA,familia,
2118,29.0,AVN,LIMA,familia,
2119,30.0,AVN,LIMA,familia,
2120,30.0,AVN,LIMA,familia,
2121,24.0,AVN,LIMA,familia,
2122,82.0,AVN,LIMA,familia,
2123,43.0,AVN,LIMA,familia,
2124,29.0,AVN,LIMA,familia,
2125,25.0,AVN,LIMA,familia,
2126,29.0,AVN,LIMA,familia,
2127,27.0,AVN,LIMA,familia,
2128,46.0,AVN,LIMA,familia,
2129,39.0,AVN,LIMA,familia,
2130,28.0,AVN,LIMA,familia,
2131,61.0,AVN,LIMA,familia,
2132,48.0,AVN,SAN MARTIN,familia,
2133,30.0,AVN,LIMA,familia,
2134,21.0,AVN,LIMA,familia,
2135,,AVN,LIMA,familia,
2136,,AVN,LIMA,familia,
2137,,AVN,LIMA,familia,
2138,,AVN,LIMA,familia,
2139,,AVN,LIMA,familia,
2140,,AVN,LIMA,familia,
2141,,AVN,LIMA,familia,
2142,,AVN,LIMA,familia,
2143,,AVN,LIMA,familia,
2144,,AVN,LIMA,familia,
2145,,AVN,LIMA,familia,
2146,,AVN,LIMA,familia,
2147,,AVN,LIMA,familia,
2148,,AVN,LIMA,familia,
2149,,AVN,LIMA,familia,
2150,,AVN,LIMA,familia,
2151,,AVN,LIMA,familia,
2152,,AVN,LIMA,familia,
2153,,AVN,LIMA,familia,
2154,,AVN,LIMA,familia,
2155,,AVN,LIMA,familia,
2156,,AVN,LIMA,familia,
2157,,AVN,LIMA,familia,
2158,,AVN,PIURA,familia,
2159,,AVN,PIURA,familia,
2160,,AVN,PIURA,familia,
2161,,AVN,PIURA,familia,
2162,,AVN,PIURA,familia,
2163,,AVN,PIURA,familia,
2164,,AVN,PIURA,familia,
2165,,AVN,PIURA,familia,
2166,,AVN,PIURA,familia,
2167,,AVN,PIURA,familia,
2168,,AVN,PIURA,familia,
2169,,AVN,PIURA,familia,
2170,,AVN,PIURA,familia,
2171,,AVN,PIURA,familia,
2172,,AVN,PIURA,familia,
2173,,AVN,PIURA,familia,
2174,,AVN,PIURA,familia,
2175,,AVN,PIURA,familia,
2176,,AVN,PIURA,familia,
2177,,AVN,PIURA,familia,
2178,,AVN,PIURA,familia,
2179,,AVN,PIURA,familia,
2180,,AVN,PIURA,familia,
2181,,AVN,PIURA,familia,
2182,,AVN,PIURA,familia,
2183,,AVN,PIURA,familia,
2184,,AVN,PIURA,familia,
2185,,AVN,PIURA,familia,
2186,,AVN,PIURA,familia,
2187,,AVN,PIURA,familia,
2188,,AVN,PIURA,familia,
2189,,AVN,PIURA,familia,
2190,,AVN,PIURA,familia,
2191,,AVN,PIURA,familia,
2192,,AVN,PIURA,familia,
2193,,AVN,PIURA,familia,
2194,,AVN,PIURA,familia,
2195,,AVN,PIURA,familia,
2196,,AVN,PIURA,familia,
2197,,AVN,PIURA,familia,
2198,,AVN,PIURA,familia,
2199,,AVN,PIURA,familia,
2200,,AVN,PIURA,familia,
2201,,AVN,PIURA,familia,
2202,,AVN,PIURA,familia,
2203,,AVN,PIURA,familia,
2204,,AVN,PIURA,familia,
2205,,AVN,PIURA,familia,
2206,,AVN,PIURA,familia,
2207,,AVN,PIURA,familia,
2208,,AVN,PIURA,familia,
2209,,AVN,PIURA,familia,
2210,,AVN,PIURA,familia,
2211,,AVN,PIURA,familia,
2212,,AVN,PIURA,familia,
2213,,AVN,PIURA,familia,
2214,,AVN,PIURA,familia,
2215,,AVN,PIURA,familia,
2216,,AVN,PIURA,familia,
2217,,AVN,PIURA,familia,
2218,,AVN,PIURA,familia,
2219,,AVN,PIURA,familia,
2220,,AVN,PIURA,familia,
2221,,AVN,PIURA,familia,
2222,,AVN,PIURA,familia,
2223,,AVN,PIURA,familia,
2224,,AVN,PIURA,familia,
2225,65.0,AVN,LIMA,familia,
2226,38.0,AVN,SAN MARTIN,familia,
2227,54.0,AVN,ANCASH,familia,
2228,50.0,AVN,ANCASH,familia,
2229,30.0,AVN,PIURA,familia,
2230,35.0,CSP,TACNA,familia,
2231,40.0,CSP,AREQUIPA,familia,
2232,54.0,CSP,AREQUIPA,familia,
2233,42.0,CSP,AREQUIPA,familia,
2234,56.0,CSP,AREQUIPA,familia,
2235,41.0,CSP,AREQUIPA,familia,
2236,81.0,CSP,AREQUIPA,familia,
2237,30.0,CSP,AREQUIPA,familia,
2238,56.0,CSP,AREQUIPA,familia,
2239,55.0,CSP,AREQUIPA,familia,
2240,28.0,CSP,UCAYALI,familia,
2241,57.0,CSP,UCAYALI,familia,
2242,35.0,CSP,UCAYALI,familia,
2243,62.0,CSP,UCAYALI,familia,
2244,42.0,CSP,UCAYALI,familia,
2245,54.0,CSP,UCAYALI,familia,
2246,32.0,CSP,UCAYALI,familia,
2247,61.0,CSP,UCAYALI,familia,
2248,27.0,CSP,UCAYALI,familia,
2249,41.0,CSP,UCAYALI,familia,
2250,43.0,CSP,UCAYALI,familia,
2251,70.0,CSP,UCAYALI,familia,
2252,66.0,CSP,UCAYALI,familia,
2253,39.0,CSP,UCAYALI,familia,
2254,40.0,CSP,UCAYALI,familia,
2255,31.0,CSP,UCAYALI,familia,
2256,64.0,CSP,UCAYALI,familia,
2257,66.0,CSP,UCAYALI,familia,
2258,47.0,CSP,UCAYALI,familia,
2259,59.0,CSP,UCAYALI,familia,
2260,51.0,CSP,UCAYALI,familia,
2261,55.0,CSP,UCAYALI,familia,
2262,39.0,CSP,UCAYALI,familia,
2263,45.0,CSP,UCAYALI,familia,
2264,29.0,CSP,UCAYALI,familia,
2265,36.0,CSP,UCAYALI,familia,
2266,54.0,CSP,UCAYALI,familia,
2267,53.0,CSP,UCAYALI,familia,
2268,42.0,CSP,UCAYALI,familia,
2269,46.0,CSP,UCAYALI,familia,
2270,56.0,CSP,UCAYALI,familia,
2271,69.0,CSP,UCAYALI,familia,
2272,55.0,CSP,UCAYALI,familia,
2273,43.0,CSP,UCAYALI,familia,
2274,45.0,CSP,UCAYALI,familia,
2275,45.0,CSP,UCAYALI,familia,
2276,44.0,CSP,UCAYALI,familia,
2277,44.0,CSP,UCAYALI,familia,
2278,59.0,CSP,CAJAMARCA,familia,
2279,69.0,CSP,CAJAMARCA,familia,
2280,62.0,CSP,CAJAMARCA,familia,
2281,79.0,CSP,CAJAMARCA,familia,
2282,64.0,CSP,CAJAMARCA,familia,
2283,39.0,CSP,CAJAMARCA,familia,
2284,55.0,CSP,CAJAMARCA,familia,
2285,71.0,CSP,CAJAMARCA,familia,
2286,45.0,CSP,CAJAMARCA,familia,
2287,30.0,CSP,CAJAMARCA,familia,
2288,39.0,CSP,TACNA,familia,
2289,41.0,CSP,AREQUIPA,familia,
2290,53.0,CSP,AREQUIPA,familia,
2291,34.0,CSP,AREQUIPA,familia,
2292,29.0,CSP,AREQUIPA,familia,
2293,51.0,CSP,AREQUIPA,familia,
2294,23.0,CSP,AREQUIPA,familia,
2295,26.0,CSP,AREQUIPA,familia,
2296,43.0,CSP,AREQUIPA,familia,
2297,31.0,CSP,AREQUIPA,familia,
2298,55.0,CSP,AREQUIPA,familia,
2299,47.0,CSP,AREQUIPA,familia,
2300,51.0,CSP,LORETO,familia,
2301,32.0,CSP,LORETO,familia,
2302,59.0,CSP,LORETO,familia,
2303,74.0,CSP,LORETO,familia,
2304,47.0,CSP,LORETO,familia,
2305,53.0,CSP,LORETO,familia,
2306,23.0,CSP,LORETO,familia,
2307,61.0,CSP,LORETO,familia,
2308,28.0,CSP,LORETO,familia,
2309,43.0,CSP,LORETO,familia,
2310,46.0,CSP,AREQUIPA,familia,
2311,44.0,CSP,AREQUIPA,familia,
2312,41.0,CSP,AREQUIPA,familia,
2313,45.0,CSP,AREQUIPA,familia,
2314,31.0,CSP,AREQUIPA,familia,
2315,36.0,CSP,AREQUIPA,familia,
2316,56.0,CSP,AREQUIPA,familia,
2317,32.0,CSP,AREQUIPA,familia,
2318,36.0,CSP,AREQUIPA,familia,
2319,28.0,CSP,AREQUIPA,familia,
2320,51.0,CSP,AREQUIPA,familia,
2321,34.0,CSP,LORETO,familia,
2322,54.0,CSP,LORETO,familia,
2323,47.0,CSP,LORETO,familia,
2324,43.0,CSP,LORETO,familia,
2325,43.0,CSP,LORETO,familia,
2326,56.0,CSP,LORETO,familia,
2327,54.0,CSP,LORETO,familia,
2328,52.0,CSP,LORETO,familia,
2329,64.0,CSP,LORETO,familia,
2330,67.0,CSP,LORETO,familia,
2331,33.0,CSP,LORETO,familia,
2332,35.0,CSP,LORETO,familia,
2333,30.0,CSP,LORETO,familia,
2334,43.0,CSP,LORETO,familia,
2335,54.0,CSP,LORETO,familia,
2336,34.0,CSP,LORETO,familia,
2337,65.0,CSP,LORETO,familia,
2338,57.0,CSP,LORETO,familia,
2339,60.0,CSP,LORETO,familia,
2340,52.0,AVN,LIMA,familia,
2341,47.0,AVN,ANCASH,familia,
2342,50.0,AVN,LA LIBERTAD,familia,
2343,42.0,AVN,LIMA,familia,
2344,29.0,AVN,LA LIBERTAD,familia,
2345,34.0,AVN,LIMA,familia,
2346,24.0,AVN,PIURA,familia,
2347,38.0,AVN,LA LIBERTAD,familia,
2348,28.0,AVN,LA LIBERTAD,familia,
2349,65.0,AVN,LA LIBERTAD,familia,
2350,32.0,AVN,CALLAO,familia,
2351,23.0,AVN,LA LIBERTAD,familia,
2352,40.0,AVN,LA LIBERTAD,familia,
2353,53.0,AVN,LA LIBERTAD,familia,
2354,33.0,AVN,LA LIBERTAD,familia,
2355,31.0,AVN,CAJAMARCA,familia,
2356,41.0,AVN,LIMA,familia,
2357,23.0,AVN,LAMBAYEQUE,familia,
2358,43.0,AVN,LA LIBERTAD,familia,
2359,28.0,AVN,LA LIBERTAD,familia,
2360,35.0,AVN,LIMA,familia,
2361,37.0,AVN,LA LIBERTAD,familia,
2362,53.0,AVN,LA LIBERTAD,familia,
2363,37.0,AVN,LA LIBERTAD,familia,
2364,32.0,AVN,LA LIBERTAD,familia,
2365,51.0,AVN,LAMBAYEQUE,familia,
2366,31.0,AVN,LA LIBERTAD,familia,
2367,41.0,AVN,LAMBAYEQUE,familia,
2368,25.0,AVN,CAJAMARCA,familia,
2369,28.0,AVN,LA LIBERTAD,familia,
2370,38.0,AVN,CAJAMARCA,familia,
2371,41.0,AVN,LA LIBERTAD,familia,
2372,31.0,AVN,LA LIBERTAD,familia,
2373,50.0,AVN,CAJAMARCA,familia,
2374,38.0,AVN,LA LIBERTAD,familia,
2375,62.0,AVN,LA LIBERTAD,familia,
2376,38.0,AVN,LA LIBERTAD,familia,
2377,62.0,AVN,LA LIBERTAD,familia,
2378,24.0,AVN,LA LIBERTAD,familia,
2379,31.0,AVN,LA LIBERTAD,familia,
2380,25.0,AVN,LA LIBERTAD,familia,
2381,26.0,AVN,LA LIBERTAD,familia,
2382,38.0,AVN,LIMA,familia,
2383,25.0,AVN,LA LIBERTAD,familia,
2384,30.0,AVN,LIMA,familia,
2385,26.0,AVN,LA LIBERTAD,familia,
2386,59.0,AVN,CALLAO,familia,
2387,49.0,AVN,LIMA,familia,
2388,38.0,AVN,LIMA,familia,
2389,69.0,AVN,LA LIBERTAD,familia,
2390,41.0,AVN,LA LIBERTAD,familia,
2391,57.0,AVN,CALLAO,familia,
2392,51.0,AVN,LIMA,familia,
2393,34.0,AVN,LA LIBERTAD,familia,
2394,25.0,AVN,LA LIBERTAD,familia,
2395,72.0,AVN,LA LIBERTAD,familia,
2396,42.0,AVN,LA LIBERTAD,familia,
2397,21.0,AVN,CAJAMARCA,familia,
2398,46.0,AVN,LA LIBERTAD,familia,
2399,53.0,AVN,LA LIBERTAD,familia,
2400,51.0,AVN,LIMA,familia,
2401,53.0,AVN,LIMA,familia,
2402,41.0,AVN,LA LIBERTAD,familia,
2403,26.0,AVN,LA LIBERTAD,familia,
2404,24.0,AVN,LA LIBERTAD,familia,
2405,34.0,AVN,LA LIBERTAD,familia,
2406,33.0,AVN,LA LIBERTAD,familia,
2407,31.0,AVN,LIMA,familia,
2408,21.0,AVN,CAJAMARCA,familia,
2409,32.0,AVN,CAJAMARCA,familia,
2410,50.0,AVN,LA LIBERTAD,familia,
2411,28.0,AVN,LA LIBERTAD,familia,
2412,34.0,AVN,CAJAMARCA,familia,
2413,35.0,AVN,LA LIBERTAD,familia,
2414,49.0,AVN,LA LIBERTAD,familia,
2415,53.0,AVN,CAJAMARCA,familia,
2416,24.0,AVN,LA LIBERTAD,familia,
2417,61.0,AVN,LA LIBERTAD,familia,
2418,27.0,AVN,LA LIBERTAD,familia,
2419,65.0,AVN,LA LIBERTAD,familia,
2420,47.0,AVN,LA LIBERTAD,familia,
2421,26.0,AVN,LA LIBERTAD,familia,
2422,28.0,AVN,LA LIBERTAD,familia,
2423,34.0,AVN,LA LIBERTAD,familia,
2424,46.0,AVN,LIMA,familia,
2425,63.0,AVN,LA LIBERTAD,familia,
2426,32.0,AVN,LA LIBERTAD,familia,
2427,22.0,AVN,LA LIBERTAD,familia,
2428,49.0,AVN,LA LIBERTAD,familia,
2429,78.0,CSP,CAJAMARCA,familia,
2430,57.0,CSP,CAJAMARCA,familia,
2431,67.0,CSP,CAJAMARCA,familia,
2432,50.0,CSP,CAJAMARCA,familia,
2433,69.0,CSP,CAJAMARCA,familia,
2434,55.0,CSP,CAJAMARCA,familia,
2435,72.0,CSP,CAJAMARCA,familia,
2436,61.0,CSP,CAJAMARCA,familia,
2437,76.0,CSP,CAJAMARCA,familia,
2438,78.0,CSP,CAJAMARCA,familia,
2439,79.0,CSP,CAJAMARCA,familia,
2440,58.0,CSP,CAJAMARCA,familia,
2441,68.0,CSP,CAJAMARCA,familia,
2442,44.0,CSP,CAJAMARCA,familia,
2443,62.0,CSP,CAJAMARCA,familia,
2444,62.0,AVN,LIMA,familia,
2445,44.0,AVN,SAN MARTIN,familia,
2446,27.0,AVN,CUSCO,familia,
2447,53.0,AVN,ICA,familia,
2448,47.0,AVN,LA LIBERTAD,familia,
2449,41.0,AVN,MOQUEGUA,familia,
2450,23.0,AVN,MADRE DE DIOS,familia,
2451,31.0,AVN,LA LIBERTAD,familia,
2452,48.0,AVN,SAN MARTIN,familia,
2453,33.0,AVN,LA LIBERTAD,familia,
2454,20.0,AVN,CUSCO,familia,
2455,42.0,AVN,MOQUEGUA,familia,
2456,41.0,AVN,CAJAMARCA,familia,
2457,75.0,AVN,LAMBAYEQUE,familia,
2458,20.0,AVN,LIMA,familia,
2459,66.0,AVN,CAJAMARCA,familia,
2460,30.0,AVN,SAN MARTIN,familia,
2461,36.0,AVN,LAMBAYEQUE,familia,
2462,32.0,AVN,MOQUEGUA,familia,
2463,29.0,AVN,SAN MARTIN,familia,
2464,24.0,AVN,SAN MARTIN,familia,
2465,35.0,AVN,LA LIBERTAD,familia,
2466,41.0,AVN,LAMBAYEQUE,familia,
2467,26.0,AVN,LA LIBERTAD,familia,
2468,41.0,AVN,LA LIBERTAD,familia,
2469,25.0,AVN,AMAZONAS,familia,
2470,42.0,AVN,MOQUEGUA,familia,
2471,53.0,AVN,MOQUEGUA,familia,
2472,32.0,AVN,SAN MARTIN,familia,
2473,45.0,AVN,LA LIBERTAD,familia,
2474,43.0,AVN,LIMA,familia,
2475,29.0,AVN,PIURA,familia,
2476,31.0,AVN,LIMA,familia,
2477,38.0,AVN,LIMA,familia,
2478,37.0,AVN,MOQUEGUA,familia,
2479,49.0,AVN,PIURA,familia,
2480,39.0,AVN,SAN MARTIN,familia,
2481,44.0,AVN,PIURA,familia,
2482,53.0,AVN,PIURA,familia,
2483,29.0,AVN,PIURA,familia,
2484,32.0,AVN,PIURA,familia,
2485,22.0,AVN,LA LIBERTAD,familia,
2486,36.0,AVN,PIURA,familia,
2487,38.0,AVN,LA LIBERTAD,familia,
2488,25.0,AVN,LA LIBERTAD,familia,
2489,33.0,AVN,LA LIBERTAD,familia,
2490,44.0,AVN,PIURA,familia,
2491,24.0,AVN,LIMA,familia,
2492,30.0,AVN,MOQUEGUA,familia,
2493,60.0,AVN,LA LIBERTAD,familia,
2494,43.0,AVN,LA LIBERTAD,familia,
2495,27.0,AVN,LA LIBERTAD,familia,
2496,42.0,AVN,LA LIBERTAD,familia,
2497,56.0,AVN,LA LIBERTAD,familia,
2498,55.0,AVN,LA LIBERTAD,familia,
2499,40.0,AVN,PIURA,familia,
2500,31.0,AVN,LAMBAYEQUE,familia,
2501,61.0,AVN,LAMBAYEQUE,familia,
2502,73.0,AVN,CUSCO,familia,
2503,60.0,AVN,HUANUCO,familia,
2504,58.0,AVN,SAN MARTIN,familia,
2505,37.0,AVN,ICA,familia,
2506,40.0,AVN,LIMA,familia,
2507,59.0,AVN,ICA,familia,
2508,37.0,AVN,JUNIN,familia,
2509,31.0,AVN,MOQUEGUA,familia,
2510,43.0,AVN,MOQUEGUA,familia,
2511,24.0,AVN,LIMA,familia,
2512,37.0,AVN,LAMBAYEQUE,familia,
2513,27.0,AVN,LA LIBERTAD,familia,
2514,23.0,AVN,SAN MARTIN,familia,
2515,30.0,AVN,PIURA,familia,
2516,37.0,AVN,PUNO,familia,
2517,24.0,AVN,PIURA,familia,
2518,44.0,AVN,PIURA,familia,
2519,70.0,AVN,LIMA,familia,
2520,62.0,AVN,LAMBAYEQUE,familia,
2521,58.0,AVN,SAN MARTIN,familia,
2522,34.0,AVN,LAMBAYEQUE,familia,
2523,42.0,AVN,LIMA,familia,
2524,30.0,AVN,PIURA,familia,
2525,25.0,AVN,PIURA,familia,
2526,23.0,AVN,MOQUEGUA,familia,
2527,56.0,AVN,LAMBAYEQUE,familia,
