Id,EDAD JEFE FAMILIA,MODALIDAD,DEPARTAMENTO GRUPO FAMILIAR,Type,DEPARTAMENTO
651,32.0,AVN,LA LIBERTAD,familia,
652,32.0,AVN,LIMA,familia,
653,49.0,AVN,CAJAMARCA,familia,
654,34.0,AVN,AREQUIPA,familia,
655,48.0,AVN,LA LIBERTAD,familia,
656,34.0,AVN,LA LIBERTAD,familia,
657,30.0,AVN,LA LIBERTAD,familia,
658,61.0,AVN,LA LIBERTAD,familia,
659,42.0,AVN,CAJAMARCA,familia,
660,62.0,AVN,LA LIBERTAD,familia,
661,35.0,AVN,CAJAMARCA,familia,
662,32.0,AVN,LA LIBERTAD,familia,
663,48.0,AVN,LA LIBERTAD,familia,
664,29.0,AVN,LA LIBERTAD,familia,
665,29.0,AVN,PUNO,familia,
666,46.0,AVN,LA LIBERTAD,familia,
667,26.0,AVN,LA LIBERTAD,familia,
668,54.0,AVN,PUNO,familia,
669,70.0,AVN,PUNO,familia,
670,33.0,AVN,LA LIBERTAD,familia,
671,33.0,AVN,LAMBAYEQUE,familia,
672,26.0,AVN,LA LIBERTAD,familia,
673,23.0,AVN,LA LIBERTAD,familia,
674,47.0,AVN,CAJAMARCA,familia,
675,27.0,AVN,LIMA,familia,
676,63.0,AVN,LA LIBERTAD,familia,
677,59.0,AVN,LA LIBERTAD,familia,
678,37.0,AVN,TUMBES,familia,
679,32.0,AVN,LA LIBERTAD,familia,
680,23.0,AVN,CAJAMARCA,familia,
681,36.0,AVN,CAJAMARCA,familia,
682,28.0,AVN,LA LIBERTAD,familia,
683,42.0,AVN,LA LIBERTAD,familia,
684,40.0,AVN,CAJAMARCA,familia,
685,53.0,AVN,LA LIBERTAD,familia,
686,31.0,AVN,LA LIBERTAD,familia,
687,22.0,AVN,LIMA,familia,
688,22.0,AVN,SAN MARTIN,familia,
689,43.0,AVN,LIMA,familia,
690,26.0,AVN,ICA,familia,
691,38.0,AVN,PUNO,familia,
692,52.0,AVN,LAMBAYEQUE,familia,
693,39.0,AVN,LAMBAYEQUE,familia,
694,26.0,AVN,LAMBAYEQUE,familia,
695,52.0,AVN,PUNO,familia,
696,34.0,AVN,PUNO,familia,
697,23.0,AVN,LA LIBERTAD,familia,
698,38.0,AVN,LIMA,familia,
699,44.0,AVN,CAJAMARCA,familia,
700,30.0,AVN,LAMBAYEQUE,familia,
701,55.0,AVN,LAMBAYEQUE,familia,
702,37.0,AVN,LIMA,familia,
703,26.0,AVN,LAMBAYEQUE,familia,
704,34.0,AVN,LA LIBERTAD,familia,
705,77.0,AVN,ICA,familia,
706,37.0,AVN,LIMA,familia,
707,39.0,AVN,PUNO,familia,
708,28.0,AVN,LA LIBERTAD,familia,
709,27.0,AVN,TUMBES,familia,
710,47.0,AVN,LAMBAYEQUE,familia,
711,39.0,AVN,TUMBES,familia,
712,24.0,AVN,TUMBES,familia,
713,38.0,AVN,LAMBAYEQUE,familia,
714,29.0,AVN,ICA,familia,
715,36.0,AVN,LIMA,familia,
716,51.0,AVN,SAN MARTIN,familia,
717,32.0,AVN,ICA,familia,
718,47.0,AVN,ICA,familia,
719,64.0,AVN,TUMBES,familia,
720,33.0,AVN,LAMBAYEQUE,familia,
721,38.0,AVN,PUNO,familia,
722,37.0,AVN,APURIMAC,familia,
723,27.0,AVN,LAMBAYEQUE,familia,
724,71.0,AVN,LAMBAYEQUE,familia,
725,37.0,AVN,LAMBAYEQUE,familia,
726,33.0,AVN,LAMBAYEQUE,familia,
727,41.0,AVN,SAN MARTIN,familia,
728,39.0,AVN,LAMBAYEQUE,familia,
729,23.0,AVN,LAMBAYEQUE,familia,
730,46.0,AVN,CAJAMARCA,familia,
731,42.0,AVN,PUNO,familia,
732,33.0,AVN,TUMBES,familia,
733,33.0,AVN,LORETO,familia,
734,35.0,AVN,LIMA,familia,
735,30.0,AVN,ICA,familia,
736,37.0,AVN,ICA,familia,
737,22.0,AVN,LAMBAYEQUE,familia,
738,28.0,AVN,TUMBES,familia,
739,39.0,AVN,PUNO,familia,
740,42.0,AVN,AREQUIPA,familia,
741,58.0,AVN,PUNO,familia,
742,36.0,AVN,PUNO,familia,
743,46.0,AVN,LIMA,familia,
744,35.0,AVN,CAJAMARCA,familia,
745,45.0,AVN,LIMA,familia,
746,24.0,AVN,LA LIBERTAD,familia,
747,32.0,AVN,LA LIBERTAD,familia,
748,46.0,AVN,CAJAMARCA,familia,
749,33.0,AVN,LAMBAYEQUE,familia,
750,40.0,AVN,LAMBAYEQUE,familia,
751,38.0,AVN,LAMBAYEQUE,familia,
752,43.0,AVN,PUNO,familia,
753,25.0,AVN,LAMBAYEQUE,familia,
754,61.0,AVN,PUNO,familia,
755,25.0,AVN,LAMBAYEQUE,familia,
756,30.0,AVN,TUMBES,familia,
757,30.0,AVN,LAMBAYEQUE,familia,
758,51.0,AVN,LIMA,familia,
759,32.0,AVN,TACNA,familia,
760,43.0,AVN,LIMA,familia,
761,26.0,AVN,LIMA,familia,
762,38.0,AVN,LIMA,familia,
763,46.0,AVN,LIMA,familia,
764,46.0,AVN,LIMA,familia,
765,32.0,AVN,LAMBAYEQUE,familia,
766,29.0,AVN,LAMBAYEQUE,familia,
767,36.0,AVN,PIURA,familia,
768,58.0,AVN,JUNIN,familia,
769,50.0,AVN,HUANCAVELICA,familia,
770,23.0,AVN,LIMA,familia,
771,37.0,AVN,LIMA,familia,
772,43.0,AVN,LIMA,familia,
773,23.0,AVN,LAMBAYEQUE,familia,
774,50.0,AVN,PUNO,familia,
775,74.0,AVN,LIMA,familia,
776,38.0,AVN,LAMBAYEQUE,familia,
777,42.0,AVN,LAMBAYEQUE,familia,
778,53.0,AVN,LIMA,familia,
779,49.0,AVN,LIMA,familia,
780,33.0,AVN,CALLAO,familia,
781,30.0,AVN,ICA,familia,
782,66.0,AVN,LAMBAYEQUE,familia,
783,46.0,AVN,ICA,familia,
784,27.0,AVN,LAMBAYEQUE,familia,
785,33.0,AVN,LA LIBERTAD,familia,
786,46.0,AVN,LAMBAYEQUE,familia,
787,33.0,AVN,PIURA,familia,
788,49.0,AVN,LIMA,familia,
789,60.0,AVN,LIMA,familia,
790,57.0,AVN,LIMA,familia,
791,36.0,AVN,CALLAO,familia,
792,33.0,AVN,AREQUIPA,familia,
793,25.0,AVN,SAN MARTIN,familia,
794,39.0,AVN,PUNO,familia,
795,29.0,AVN,LAMBAYEQUE,familia,
796,25.0,AVN,LAMBAYEQUE,familia,
797,52.0,AVN,LIMA,familia,
798,32.0,AVN,LIMA,familia,
799,66.0,AVN,CAJAMARCA,familia,
800,29.0,AVN,CALLAO,familia,
801,45.0,AVN,LAMBAYEQUE,familia,
802,36.0,AVN,LAMBAYEQUE,familia,
803,42.0,AVN,PUNO,familia,
804,78.0,AVN,PUNO,familia,
805,70.0,AVN,PUNO,familia,
806,26.0,AVN,LAMBAYEQUE,familia,
807,25.0,AVN,LAMBAYEQUE,familia,
808,50.0,AVN,LAMBAYEQUE,familia,
809,27.0,AVN,LA LIBERTAD,familia,
810,47.0,AVN,LIMA,familia,
811,24.0,AVN,LIMA,familia,
812,80.0,AVN,AYACUCHO,familia,
813,39.0,AVN,LAMBAYEQUE,familia,
814,22.0,AVN,LAMBAYEQUE,familia,
815,47.0,AVN,LAMBAYEQUE,familia,
816,24.0,AVN,LAMBAYEQUE,familia,
817,33.0,AVN,LAMBAYEQUE,familia,
818,26.0,AVN,PUNO,familia,
819,33.0,AVN,LAMBAYEQUE,familia,
820,39.0,AVN,LAMBAYEQUE,familia,
821,34.0,AVN,CAJAMARCA,familia,
822,40.0,AVN,LA LIBERTAD,familia,
823,60.0,AVN,MOQUEGUA,familia,
824,35.0,AVN,CAJAMARCA,familia,
825,34.0,AVN,CAJAMARCA,familia,
826,64.0,AVN,CAJAMARCA,familia,
827,29.0,AVN,MOQUEGUA,familia,
828,61.0,AVN,MOQUEGUA,familia,
829,51.0,AVN,TUMBES,familia,
830,46.0,AVN,MOQUEGUA,familia,
831,33.0,AVN,LIMA,familia,
832,44.0,AVN,MOQUEGUA,familia,
833,26.0,AVN,TUMBES,familia,
834,47.0,AVN,LIMA,familia,
835,37.0,AVN,MOQUEGUA,familia,
836,42.0,AVN,MOQUEGUA,familia,
837,33.0,AVN,MOQUEGUA,familia,
838,55.0,AVN,MOQUEGUA,familia,
839,33.0,AVN,MOQUEGUA,familia,
840,42.0,AVN,MOQUEGUA,familia,
841,29.0,AVN,MOQUEGUA,familia,
842,32.0,AVN,MOQUEGUA,familia,
843,45.0,AVN,MOQUEGUA,familia,
844,26.0,AVN,LA LIBERTAD,familia,
845,35.0,AVN,LIMA,familia,
846,34.0,AVN,MOQUEGUA,familia,
847,31.0,AVN,MOQUEGUA,familia,
848,31.0,AVN,LAMBAYEQUE,familia,
849,58.0,AVN,MOQUEGUA,familia,
850,33.0,AVN,PUNO,familia,
851,30.0,AVN,MOQUEGUA,familia,
852,38.0,AVN,MOQUEGUA,familia,
853,32.0,AVN,MOQUEGUA,familia,
854,31.0,AVN,CAJAMARCA,familia,
855,57.0,AVN,AREQUIPA,familia,
856,30.0,AVN,PUNO,familia,
857,43.0,AVN,LAMBAYEQUE,familia,
858,38.0,AVN,PUNO,familia,
859,32.0,AVN,LAMBAYEQUE,familia,
860,46.0,AVN,MOQUEGUA,familia,
861,38.0,AVN,MOQUEGUA,familia,
862,35.0,AVN,MOQUEGUA,familia,
863,28.0,AVN,PUNO,familia,
864,28.0,AVN,APURIMAC,familia,
865,38.0,AVN,LAMBAYEQUE,familia,
866,32.0,AVN,LIMA,familia,
867,34.0,AVN,PUNO,familia,
868,31.0,AVN,CUSCO,familia,
869,34.0,AVN,TACNA,familia,
870,27.0,AVN,AREQUIPA,familia,
871,43.0,AVN,PUNO,familia,
872,46.0,AVN,MOQUEGUA,familia,
873,45.0,AVN,LIMA,familia,
874,38.0,AVN,MOQUEGUA,familia,
875,31.0,AVN,LIMA,familia,
876,52.0,AVN,PUNO,familia,
877,39.0,AVN,MOQUEGUA,familia,
878,35.0,AVN,PUNO,familia,
879,37.0,AVN,AREQUIPA,familia,
880,31.0,AVN,MOQUEGUA,familia,
881,22.0,AVN,LIMA,familia,
882,28.0,AVN,PIURA,familia,
883,40.0,AVN,PUNO,familia,
884,33.0,AVN,PUNO,familia,
885,37.0,AVN,PUNO,familia,
886,58.0,AVN,CALLAO,familia,
887,41.0,AVN,PUNO,familia,
888,47.0,AVN,MOQUEGUA,familia,
889,30.0,AVN,PIURA,familia,
890,54.0,AVN,PUNO,familia,
891,40.0,AVN,PUNO,familia,
892,30.0,AVN,LIMA,familia,
893,34.0,AVN,MOQUEGUA,familia,
894,35.0,AVN,PIURA,familia,
895,35.0,AVN,MOQUEGUA,familia,
896,36.0,AVN,PUNO,familia,
897,31.0,AVN,PUNO,familia,
898,29.0,AVN,PUNO,familia,
899,46.0,AVN,LIMA,familia,
900,39.0,AVN,LIMA,familia,
901,33.0,AVN,AREQUIPA,familia,
902,47.0,AVN,AYACUCHO,familia,
903,42.0,AVN,AREQUIPA,familia,
904,33.0,AVN,MOQUEGUA,familia,
905,30.0,AVN,MOQUEGUA,familia,
906,31.0,AVN,PUNO,familia,
907,32.0,AVN,CUSCO,familia,
908,53.0,AVN,PUNO,familia,
909,28.0,AVN,LAMBAYEQUE,familia,
910,29.0,AVN,TACNA,familia,
911,51.0,AVN,MOQUEGUA,familia,
912,35.0,AVN,MOQUEGUA,familia,
913,34.0,AVN,MOQUEGUA,familia,
914,35.0,AVN,AMAZONAS,familia,
915,41.0,AVN,MOQUEGUA,familia,
916,45.0,AVN,LIMA,familia,
917,33.0,AVN,MOQUEGUA,familia,
918,29.0,AVN,LA LIBERTAD,familia,
919,31.0,AVN,MOQUEGUA,familia,
920,53.0,AVN,MOQUEGUA,familia,
921,56.0,AVN,MOQUEGUA,familia,
922,67.0,AVN,CALLAO,familia,
923,37.0,AVN,PUNO,familia,
924,29.0,AVN,SAN MARTIN,familia,
925,32.0,AVN,MOQUEGUA,familia,
926,35.0,AVN,MOQUEGUA,familia,
927,50.0,AVN,LA LIBERTAD,familia,
928,40.0,AVN,TACNA,familia,
929,36.0,AVN,MOQUEGUA,familia,
930,35.0,AVN,MOQUEGUA,familia,
931,31.0,AVN,PIURA,familia,
932,34.0,AVN,AREQUIPA,familia,
933,41.0,AVN,AREQUIPA,familia,
934,30.0,AVN,JUNIN,familia,
935,33.0,AVN,AMAZONAS,familia,
936,35.0,AVN,AMAZONAS,familia,
937,37.0,AVN,LIMA,familia,
938,35.0,AVN,MOQUEGUA,familia,
939,38.0,AVN,MOQUEGUA,familia,
940,35.0,AVN,JUNIN,familia,
941,38.0,AVN,MOQUEGUA,familia,
942,34.0,AVN,MOQUEGUA,familia,
943,33.0,AVN,PUNO,familia,
944,57.0,AVN,MOQUEGUA,familia,
945,23.0,AVN,SAN MARTIN,familia,
946,33.0,AVN,ICA,familia,
947,50.0,AVN,PUNO,familia,
948,33.0,AVN,PIURA,familia,
949,27.0,AVN,MOQUEGUA,familia,
950,39.0,AVN,MOQUEGUA,familia,
951,47.0,AVN,AMAZONAS,familia,
952,27.0,AVN,PIURA,familia,
953,23.0,AVN,MOQUEGUA,familia,
954,28.0,AVN,MOQUEGUA,familia,
955,32.0,AVN,MOQUEGUA,familia,
956,61.0,AVN,PIURA,familia,
957,25.0,AVN,TACNA,familia,
958,37.0,AVN,LAMBAYEQUE,familia,
959,26.0,AVN,SAN MARTIN,familia,
960,35.0,AVN,TACNA,familia,
961,42.0,AVN,LIMA,familia,
962,49.0,AVN,LAMBAYEQUE,familia,
963,33.0,AVN,MOQUEGUA,familia,
964,36.0,AVN,MOQUEGUA,familia,
965,31.0,AVN,MOQUEGUA,familia,
966,28.0,AVN,MOQUEGUA,familia,
967,27.0,AVN,MOQUEGUA,familia,
968,41.0,AVN,TACNA,familia,
969,27.0,AVN,PUNO,familia,
970,43.0,AVN,MOQUEGUA,familia,
971,45.0,AVN,PUNO,familia,
972,45.0,AVN,MOQUEGUA,familia,
973,38.0,AVN,CUSCO,familia,
974,28.0,AVN,MOQUEGUA,familia,
975,34.0,AVN,PUNO,familia,
976,33.0,AVN,PUNO,familia,
977,33.0,AVN,LIMA,familia,
978,34.0,AVN,PUNO,familia,
979,30.0,AVN,ANCASH,familia,
980,60.0,AVN,TUMBES,familia,
981,39.0,AVN,TACNA,familia,
982,31.0,AVN,MOQUEGUA,familia,
983,32.0,AVN,AREQUIPA,familia,
984,48.0,AVN,MOQUEGUA,familia,
985,23.0,AVN,PIURA,familia,
986,42.0,AVN,MOQUEGUA,familia,
987,38.0,AVN,MOQUEGUA,familia,
988,39.0,AVN,MOQUEGUA,familia,
989,46.0,AVN,MOQUEGUA,familia,
990,32.0,AVN,MOQUEGUA,familia,
991,54.0,AVN,AREQUIPA,familia,
992,52.0,AVN,LIMA,familia,
993,33.0,AVN,MOQUEGUA,familia,
994,34.0,AVN,CAJAMARCA,familia,
995,34.0,AVN,PUNO,familia,
996,55.0,AVN,MOQUEGUA,familia,
997,25.0,AVN,AMAZONAS,familia,
998,29.0,AVN,TACNA,familia,
999,76.0,AVN,PUNO,familia,
1000,53.0,AVN,CALLAO,familia,
1001,34.0,AVN,MOQUEGUA,familia,
1002,50.0,AVN,MOQUEGUA,familia,
1003,50.0,AVN,LA LIBERTAD,familia,
1004,30.0,AVN,MOQUEGUA,familia,
1005,40.0,AVN,PUNO,familia,
1006,37.0,AVN,MOQUEGUA,familia,
1007,68.0,AVN,PUNO,familia,
1008,21.0,AVN,MOQUEGUA,familia,
1009,45.0,AVN,PUNO,familia,
1010,37.0,AVN,TACNA,familia,
1011,45.0,AVN,AREQUIPA,familia,
1012,33.0,AVN,TUMBES,familia,
1013,30.0,AVN,MOQUEGUA,familia,
1014,35.0,AVN,MOQUEGUA,familia,
1015,27.0,AVN,MOQUEGUA,familia,
1016,61.0,AVN,AREQUIPA,familia,
1017,38.0,AVN,MOQUEGUA,familia,
1018,21.0,AVN,PUNO,familia,
1019,35.0,AVN,PUNO,familia,
1020,30.0,AVN,PUNO,familia,
1021,46.0,AVN,MOQUEGUA,familia,
1022,56.0,AVN,AREQUIPA,familia,
1023,45.0,AVN,MOQUEGUA,familia,
1024,25.0,AVN,MOQUEGUA,familia,
1025,37.0,AVN,LIMA,familia,
1026,28.0,AVN,MOQUEGUA,familia,
1027,49.0,AVN,MOQUEGUA,familia,
1028,28.0,AVN,LAMBAYEQUE,familia,
1029,47.0,AVN,PIURA,familia,
1030,39.0,AVN,MOQUEGUA,familia,
1031,32.0,AVN,MOQUEGUA,familia,
1032,47.0,AVN,PUNO,familia,
1033,53.0,AVN,MOQUEGUA,familia,
1034,31.0,AVN,PUNO,familia,
1035,47.0,AVN,MOQUEGUA,familia,
1036,34.0,AVN,PIURA,familia,
1037,30.0,AVN,MOQUEGUA,familia,
1038,46.0,AVN,JUNIN,familia,
1039,23.0,AVN,MOQUEGUA,familia,
1040,39.0,AVN,MOQUEGUA,familia,
1041,38.0,AVN,MOQUEGUA,familia,
1042,56.0,AVN,AREQUIPA,familia,
1043,25.0,AVN,LIMA,familia,
1044,36.0,AVN,PUNO,familia,
1045,33.0,AVN,TUMBES,familia,
1046,44.0,AVN,AREQUIPA,familia,
1047,32.0,AVN,SAN MARTIN,familia,
1048,30.0,AVN,MOQUEGUA,familia,
1049,36.0,AVN,AREQUIPA,familia,
1050,31.0,AVN,MOQUEGUA,familia,
1051,40.0,AVN,MOQUEGUA,familia,
1052,30.0,AVN,MOQUEGUA,familia,
1053,43.0,AVN,LA LIBERTAD,familia,
1054,37.0,AVN,MOQUEGUA,familia,
1055,28.0,AVN,MOQUEGUA,familia,
1056,31.0,AVN,MOQUEGUA,familia,
1057,46.0,AVN,PUNO,familia,
1058,40.0,AVN,MOQUEGUA,familia,
1059,29.0,AVN,JUNIN,familia,
1060,32.0,AVN,TACNA,familia,
1061,36.0,AVN,JUNIN,familia,
1062,29.0,AVN,LIMA,familia,
1063,27.0,AVN,LIMA,familia,
1064,36.0,AVN,PUNO,familia,
1065,33.0,AVN,MOQUEGUA,familia,
1066,28.0,AVN,LAMBAYEQUE,familia,
1067,29.0,AVN,PUNO,familia,
1068,31.0,AVN,PUNO,familia,
1069,35.0,AVN,SAN MARTIN,familia,
1070,24.0,AVN,PUNO,familia,
1071,22.0,AVN,SAN MARTIN,familia,
1072,43.0,AVN,ICA,familia,
1073,28.0,AVN,AREQUIPA,familia,
1074,57.0,AVN,TACNA,familia,
1075,28.0,AVN,MOQUEGUA,familia,
1076,47.0,AVN,MOQUEGUA,familia,
1077,27.0,AVN,MOQUEGUA,familia,
1078,33.0,AVN,LIMA,familia,
1079,39.0,AVN,LA LIBERTAD,familia,
1080,62.0,AVN,MOQUEGUA,familia,
1081,22.0,AVN,PUNO,familia,
1082,29.0,AVN,LIMA,familia,
1083,47.0,AVN,MOQUEGUA,familia,
1084,40.0,AVN,MOQUEGUA,familia,
1085,28.0,AVN,MOQUEGUA,familia,
1086,36.0,AVN,LIMA,familia,
1087,37.0,AVN,MOQUEGUA,familia,
1088,67.0,AVN,PIURA,familia,
1089,30.0,AVN,TACNA,familia,
1090,28.0,AVN,MOQUEGUA,familia,
1091,49.0,AVN,MOQUEGUA,familia,
1092,37.0,AVN,CAJAMARCA,familia,
1093,51.0,AVN,MOQUEGUA,familia,
1094,36.0,AVN,MOQUEGUA,familia,
1095,43.0,AVN,TUMBES,familia,
1096,34.0,AVN,AREQUIPA,familia,
1097,41.0,AVN,SAN MARTIN,familia,
1098,36.0,AVN,MOQUEGUA,familia,
1099,36.0,AVN,SAN MARTIN,familia,
1100,29.0,AVN,MOQUEGUA,familia,
1101,33.0,AVN,LIMA,familia,
1102,36.0,AVN,CAJAMARCA,familia,
1103,53.0,AVN,PUNO,familia,
1104,42.0,AVN,LAMBAYEQUE,familia,
1105,35.0,AVN,MOQUEGUA,familia,
1106,55.0,AVN,MOQUEGUA,familia,
1107,41.0,AVN,TUMBES,familia,
1108,37.0,AVN,HUANUCO,familia,
1109,34.0,AVN,MOQUEGUA,familia,
1110,45.0,AVN,MOQUEGUA,familia,
1111,44.0,AVN,MOQUEGUA,familia,
1112,48.0,AVN,MOQUEGUA,familia,
1113,23.0,AVN,TUMBES,familia,
1114,30.0,AVN,AREQUIPA,familia,
1115,41.0,AVN,MOQUEGUA,familia,
1116,30.0,AVN,TUMBES,familia,
1117,46.0,AVN,MOQUEGUA,familia,
1118,32.0,AVN,MOQUEGUA,familia,
1119,43.0,AVN,AREQUIPA,familia,
1120,30.0,AVN,TUMBES,familia,
1121,30.0,AVN,MOQUEGUA,familia,
1122,27.0,AVN,MOQUEGUA,familia,
1123,52.0,AVN,MOQUEGUA,familia,
1124,47.0,AVN,MOQUEGUA,familia,
1125,40.0,AVN,MOQUEGUA,familia,
1126,33.0,AVN,TUMBES,familia,
1127,54.0,AVN,PIURA,familia,
1128,30.0,AVN,MOQUEGUA,familia,
1129,29.0,AVN,PUNO,familia,
1130,36.0,AVN,PUNO,familia,
1131,43.0,AVN,MOQUEGUA,familia,
1132,39.0,AVN,LAMBAYEQUE,familia,
1133,63.0,AVN,HUANUCO,familia,
1134,47.0,AVN,MOQUEGUA,familia,
1135,53.0,AVN,MOQUEGUA,familia,
1136,27.0,AVN,MOQUEGUA,familia,
1137,36.0,AVN,MOQUEGUA,familia,
1138,37.0,AVN,LAMBAYEQUE,familia,
1139,40.0,AVN,MOQUEGUA,familia,
1140,67.0,AVN,ANCASH,familia,
1141,26.0,AVN,MOQUEGUA,familia,
1142,29.0,AVN,MOQUEGUA,familia,
1143,30.0,AVN,MOQUEGUA,familia,
1144,47.0,AVN,AREQUIPA,familia,
1145,42.0,AVN,PUNO,familia,
1146,37.0,AVN,MOQUEGUA,familia,
1147,46.0,AVN,MOQUEGUA,familia,
1148,55.0,AVN,PUNO,familia,
1149,26.0,AVN,MOQUEGUA,familia,
1150,46.0,AVN,TACNA,familia,
1151,33.0,AVN,LIMA,familia,
1152,30.0,AVN,PIURA,familia,
1153,35.0,AVN,MOQUEGUA,familia,
1154,30.0,AVN,MOQUEGUA,familia,
1155,57.0,AVN,LA LIBERTAD,familia,
1156,53.0,AVN,LA LIBERTAD,familia,
1157,27.0,AVN,MOQUEGUA,familia,
1158,51.0,AVN,MOQUEGUA,familia,
1159,22.0,AVN,MOQUEGUA,familia,
1160,38.0,AVN,LIMA,familia,
1161,28.0,AVN,MOQUEGUA,familia,
1162,38.0,AVN,PUNO,familia,
1163,37.0,AVN,LA LIBERTAD,familia,
1164,33.0,AVN,MOQUEGUA,familia,
1165,50.0,AVN,PIURA,familia,
1166,48.0,AVN,LIMA,familia,
1167,38.0,AVN,MOQUEGUA,familia,
1168,37.0,AVN,MOQUEGUA,familia,
1169,62.0,AVN,LA LIBERTAD,familia,
1170,28.0,AVN,LAMBAYEQUE,familia,
1171,32.0,AVN,MOQUEGUA,familia,
1172,44.0,AVN,MOQUEGUA,familia,
1173,33.0,AVN,LIMA,familia,
1174,39.0,AVN,LIMA,familia,
1175,25.0,AVN,AREQUIPA,familia,
1176,27.0,AVN,TACNA,familia,
1177,43.0,AVN,UCAYALI,familia,
1178,37.0,AVN,PUNO,familia,
1179,34.0,AVN,MOQUEGUA,familia,
1180,49.0,AVN,AREQUIPA,familia,
1181,28.0,AVN,TUMBES,familia,
1182,40.0,AVN,PUNO,familia,
1183,50.0,AVN,LA LIBERTAD,familia,
1184,24.0,AVN,CAJAMARCA,familia,
1185,32.0,AVN,AREQUIPA,familia,
1186,51.0,AVN,MOQUEGUA,familia,
1187,32.0,AVN,MOQUEGUA,familia,
1188,25.0,AVN,MOQUEGUA,familia,
1189,46.0,AVN,MOQUEGUA,familia,
1190,34.0,AVN,AMAZONAS,familia,
1191,40.0,AVN,PUNO,familia,
1192,30.0,AVN,MOQUEGUA,familia,
1193,27.0,AVN,MOQUEGUA,familia,
1194,27.0,AVN,MOQUEGUA,familia,
1195,27.0,AVN,MOQUEGUA,familia,
1196,40.0,AVN,MOQUEGUA,familia,
1197,29.0,AVN,TACNA,familia,
1198,35.0,AVN,MOQUEGUA,familia,
1199,32.0,AVN,MOQUEGUA,familia,
1200,42.0,AVN,LA LIBERTAD,familia,
1201,37.0,AVN,MOQUEGUA,familia,
1202,30.0,AVN,MOQUEGUA,familia,
1203,54.0,AVN,ICA,familia,
1204,38.0,AVN,LIMA,familia,
1205,32.0,AVN,PUNO,familia,
1206,30.0,AVN,MOQUEGUA,familia,
1207,28.0,AVN,ICA,familia,
1208,31.0,AVN,PUNO,familia,
1209,32.0,AVN,AREQUIPA,familia,
1210,45.0,AVN,AREQUIPA,familia,
1211,55.0,AVN,ICA,familia,
1212,30.0,AVN,MOQUEGUA,familia,
1213,44.0,AVN,MOQUEGUA,familia,
1214,29.0,AVN,PUNO,familia,
1215,33.0,AVN,MOQUEGUA,familia,
1216,39.0,AVN,MOQUEGUA,familia,
1217,31.0,AVN,MOQUEGUA,familia,
1218,44.0,AVN,AREQUIPA,familia,
1219,24.0,AVN,MOQUEGUA,familia,
1220,26.0,AVN,TUMBES,familia,
1221,43.0,AVN,MOQUEGUA,familia,
1222,53.0,AVN,MOQUEGUA,familia,
1223,53.0,AVN,AREQUIPA,familia,
1224,34.0,AVN,MOQUEGUA,familia,
1225,40.0,AVN,MOQUEGUA,familia,
1226,27.0,AVN,SAN MARTIN,familia,
1227,30.0,AVN,MOQUEGUA,familia,
1228,37.0,AVN,MOQUEGUA,familia,
1229,27.0,AVN,MOQUEGUA,familia,
1230,43.0,AVN,MOQUEGUA,familia,
1231,39.0,AVN,PUNO,familia,
1232,31.0,AVN,MOQUEGUA,familia,
1233,37.0,AVN,LIMA,familia,
1234,31.0,AVN,PIURA,familia,
1235,23.0,AVN,MOQUEGUA,familia,
1236,31.0,AVN,PUNO,familia,
1237,31.0,AVN,CALLAO,familia,
1238,38.0,AVN,MOQUEGUA,familia,
1239,38.0,AVN,MOQUEGUA,familia,
1240,26.0,AVN,SAN MARTIN,familia,
1241,37.0,AVN,TACNA,familia,
1242,35.0,AVN,MOQUEGUA,familia,
1243,51.0,AVN,ICA,familia,
1244,41.0,AVN,MOQUEGUA,familia,
1245,31.0,AVN,MOQUEGUA,familia,
1246,46.0,AVN,MOQUEGUA,familia,
1247,33.0,AVN,MOQUEGUA,familia,
1248,35.0,AVN,MOQUEGUA,familia,
1249,42.0,AVN,MOQUEGUA,familia,
1250,43.0,AVN,MOQUEGUA,familia,
1251,30.0,AVN,MOQUEGUA,familia,
1252,40.0,AVN,HUANUCO,familia,
1253,32.0,AVN,MOQUEGUA,familia,
1254,31.0,AVN,MOQUEGUA,familia,
1255,61.0,AVN,LIMA,familia,
1256,31.0,AVN,MOQUEGUA,familia,
1257,27.0,AVN,MOQUEGUA,familia,
1258,26.0,AVN,MOQUEGUA,familia,
1259,33.0,AVN,MOQUEGUA,familia,
1260,33.0,AVN,LA LIBERTAD,familia,
1261,31.0,AVN,MOQUEGUA,familia,
1262,33.0,AVN,MOQUEGUA,familia,
1263,63.0,AVN,TUMBES,familia,
1264,52.0,AVN,MOQUEGUA,familia,
1265,29.0,AVN,MOQUEGUA,familia,
1266,39.0,AVN,PUNO,familia,
1267,65.0,AVN,MOQUEGUA,familia,
1268,36.0,AVN,AREQUIPA,familia,
1269,42.0,AVN,AREQUIPA,familia,
1270,40.0,AVN,UCAYALI,familia,
1271,33.0,AVN,PUNO,familia,
1272,47.0,AVN,PUNO,familia,
1273,26.0,AVN,MOQUEGUA,familia,
1274,32.0,AVN,SAN MARTIN,familia,
1275,32.0,AVN,JUNIN,familia,
1276,32.0,AVN,LIMA,familia,
1277,27.0,AVN,LIMA,familia,
1278,36.0,AVN,MOQUEGUA,familia,
1279,36.0,AVN,CUSCO,familia,
